MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,ST,IWARE,IWARE SUPPLYCHAIN SER LTD,       168.65,       177.05,       177.05,       177.05,       177.05,                  1699680.00,9600, ,       177.05,        70.05
N,ST,JAINIK,JAINIK POWER CABLES LTD,       126.10,       127.00,       129.15,       124.00,       127.20,                  2586600.00,20400, ,       153.10,        60.60
N,SM,JALAN,JALAN TRANSOLU. INDIA LTD,         3.75,         3.80,         3.80,         3.60,         3.75,                   340200.00,93000, ,        14.60,         3.60
N,SM,JAYBEE,JAY BEE LAMINATIONS LTD,       173.80,       173.55,       176.50,       172.70,       174.95,                  4445450.00,25500, ,       456.00,       172.70
N,SM,KORE,JAY JALARAM TECHNO LTD,       155.00,       156.00,       160.00,       150.15,       153.30,                   470812.50,3000, ,       532.95,       110.20
N,ST,JEYYAM,JEYYAM GLOBAL FOODS LTD,        67.30,        63.95,        68.70,        63.95,        68.20,                  6558600.00,100000, ,        74.50,        31.00
N,SM,JFLLIFE,JFL LIFE SCIENCES LIMITED,        13.10,        13.75,        13.75,        13.75,        13.75,                   247500.00,18000, ,        37.15,        11.85
N,SM,JIWANRAM,JIWANRAM SHEODUTTRA IND L,         7.00,         7.00,         7.05,         7.00,         7.05,                   210900.00,30000, ,        17.80,         6.00
N,SM,JYOTIGLOBL,JYOTI GLOBAL PLAST LTD,        57.80,        56.50,        56.50,        50.00,        52.00,                  9858200.00,188000, ,        77.75,        49.00
N,SM,K2INFRA,K2 INFRAGEN LIMITED,        59.80,        59.25,        59.25,        56.85,        57.40,                  2818650.00,49200, ,       257.50,        56.00
N,SM,KKJEWELS,KABRA JEWELS LIMITED,        95.30,        92.00,        95.50,        92.00,        94.90,                  1133150.00,12000, ,       265.00,        86.10
N,SM,KALANA,KALANA ISPAT LIMITED,        28.65,        28.90,        28.90,        28.90,        28.90,                    57800.00,2000, ,        55.00,        27.00
N,ST,KANDARP,KANDARP DG SMART BPO LTD,       101.40,       101.40,       101.40,       101.40,       101.40,                   202800.00,2000, ,       127.00,        33.95
N,SM,KARNIKA,KARNIKA INDUSTRIES LTD,       172.15,       172.15,       176.00,       170.30,       176.00,                  4985500.00,29000, ,       973.00,       167.00
N,SM,KATARIA,KATARIA INDUSTRIES LTD,        98.70,        99.00,        99.40,        97.65,        98.15,                  1828560.00,18600, ,       207.25,        90.50
N,SM,KLL,KAUSHALYA LOGISTICS LTD,        55.00,        55.15,        56.35,        53.00,        54.50,                   870160.00,16000, ,       143.00,        51.35
N,SM,KCEIL,KAY CEE ENERGY & INFRA L,       220.20,       215.00,       229.00,       214.00,       222.15,                 32143200.00,145500, ,       418.75,       157.00
N,SM,KAYTEX,KAYTEX FABRICS LIMITED,        98.20,        99.00,       101.00,        94.35,        96.55,                  2136560.00,21600, ,       156.90,        77.00
N,ST,KCK,KCK INDUSTRIES LTD,        35.60,        33.90,        35.70,        33.85,        33.85,                  8471000.00,247500, ,       279.75,        28.15
N,SM,KEN,KEN ENTERPRISES LIMITED,        46.95,        46.90,        47.00,        45.90,        45.90,                   946320.00,20400, ,        85.00,        35.25
N,SM,KHFM,KHFM HOS FAC MANA SER LTD,        72.90,        76.85,        82.95,        74.45,        74.60,                   842192.50,10850, ,       123.95,        66.00
N,SM,KNAGRI,KN AGRI RESOURCES LIMITED,       239.95,       240.00,       242.85,       236.00,       239.70,                  2391540.00,10000, ,       310.00,       172.60
N,SM,KODYTECH,KODY TECHNOLAB LIMITED,       604.65,       601.65,       610.00,       585.10,       586.35,                 10676515.00,18100, ,      3488.95,       585.10
N,SM,KONSTELEC,KONSTELEC ENGINEERS LTD,        65.10,        65.00,        65.00,        63.10,        63.10,                   128100.00,2000, ,       179.00,        57.00
N,SM,KONTOR,KONTOR SPACE LIMITED,        70.25,        70.60,        71.00,        70.50,        71.00,                   127260.00,1800, ,       167.50,        58.40
N,SM,KDL,KORE DIGITAL LIMITED,       183.20,       180.05,       186.05,       178.15,       178.95,                  4117507.50,22500, ,      2346.90,       140.25
N,ST,KOTYARK,KOTYARK INDUSTRIES LTD,       288.70,       288.70,       289.60,       279.00,       280.80,                  2769315.00,9800, ,      1195.00,       202.40
N,SM,KRISHCA,KRISHCA STRAPPING SLTN L,       205.20,       206.00,       209.95,       205.95,       206.85,                  5178375.00,25000, ,       384.00,       196.05
N,SM,KRISHNADEF,KRISHNA DEF AND ALD IND L,       777.30,       777.50,       790.05,       777.50,       784.65,                 14112787.50,18000, ,      1027.50,       503.00
N,SM,KEL,KUNDAN EDIFICE LIMITED,       101.05,       100.00,       100.00,        90.00,        92.35,                  6039900.00,66000, ,       167.05,        81.00
N,SM,LAKSHYA,LAKSHYA POWERTECH LIMITED,       106.35,       106.10,       106.95,       102.25,       105.20,                  2179760.00,20800, ,       372.50,       102.25
N,SM,LAMOSAIC,LAMOSAIC INDIA LIMITED,        43.30,        42.80,        42.80,        41.50,        42.45,                   353580.00,8400, ,       172.20,        34.00
N,SM,LEMERITE,LE MERITE EXPORTS LIMITED,       474.55,       484.50,       484.50,       474.00,       479.55,                  8596700.00,18000, ,       496.00,       213.00
N,SM,LRRPL,LEAD REC AND RUB PROD LTD,        80.05,        80.00,        80.00,        76.05,        77.25,                  1960500.00,25500, ,       106.45,        48.60
N,SM,MPTODAY,M P TODAY MEDIA LIMITED,        42.50,        42.50,        42.50,        42.50,        42.50,                    85000.00,2000, ,        56.80,        25.20
G,ST,MVKAGRO,M.V.K. AGRO FOOD PROD LTD,       545.90,       535.00,       535.00,       535.00,       535.00,                  1284000.00,2400, ,       580.00,        32.05
N,SM,MACOBSTECH,MACOBS TECHNOLOGIES LTD,       205.65,       204.45,       207.00,       204.45,       207.00,                  2807880.00,13600, ,       215.00,       117.50
N,SM,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,       136.00,       137.50,       138.85,       137.00,       138.85,                   825350.00,6000, ,       229.00,       127.25
N,SM,MAGSON,MAGSON RETAIL AND DIST L,       105.00,       105.00,       105.00,       105.00,       105.00,                   105000.00,1000, ,       166.10,        75.50
N,SM,MRIL,MAHENDRA REALTO & INFRA L,        76.65,        77.80,        77.80,        74.95,        75.40,                  4263200.00,56000, ,        80.00,        49.25
N,SM,MAHICKRA,MAHICKRA CHEMICAL LIMITED,       160.90,       158.30,       158.30,       158.30,       158.30,                   118725.00,750, ,       180.00,        95.20
N,SM,MAITREYA,MAITREYA MEDICARE LIMITED,       248.50,       238.25,       238.80,       235.25,       237.00,                  1523820.00,6400, ,       373.95,       214.45
N,SM,MPEL,MANAS POLYMER N ENERGIE L,       121.50,       121.50,       121.50,       110.70,       115.35,                 14377520.00,128000, ,       153.90,       100.30
N,ST,MANAV,MANAV INFRA PROJECTS LTD,        25.75,        24.50,        24.50,        24.50,        24.50,                    98000.00,4000, ,        30.35,        10.50
N,ST,MIEL,MANGLAM INFRA & ENG LTD,        21.05,        22.05,        22.10,        22.05,        22.10,                   132500.00,6000, ,        53.60,        20.00
N,SM,MDL,MARVEL DECOR LIMITED,        95.10,        95.10,        95.10,        95.10,        95.10,                   190200.00,2000, ,       143.25,        72.95
N,SM,MASON,MASON INFRATECH LIMITED,       202.50,       205.45,       205.45,       202.00,       205.00,                  1631950.00,8000, ,       215.90,        73.50
N,SM,MGSL,MATRIX GEO SOLUTIONS LTD,       100.60,        96.00,       108.00,        96.00,       105.65,                  4504800.00,43200, ,       120.00,        94.20
N,SM,MAXPOSURE,MAXPOSURE LIMITED,        52.90,        52.90,        52.90,        51.95,        51.95,                   157750.00,3000, ,       102.95,        48.30
N,SM,MAXVOLT,MAXVOLT ENERGY INDUS L,       300.95,       299.50,       314.00,       292.00,       310.90,                 83934840.00,280000, ,       320.15,       145.05
N,ST,MAYASHEEL,MAYASHEEL VENTURES LTD,        72.40,        70.00,        71.95,        69.25,        70.35,                  3347400.00,48000, ,        85.00,        46.00
N,SM,MCON,MCON RASAYAN INDIA LTD,        79.95,        76.25,        76.25,        75.95,        75.95,                   608300.00,8000, ,       229.90,        53.40
N,SM,MEDIORG,MEDICAMEN ORGANICS LTD,        36.70,        37.90,        37.90,        37.90,        37.90,                    75800.00,2000, ,        61.75,        19.60
N,SM,MEDISTEP,MEDISTEP HEALTHCARE LTD,        27.05,        26.25,        26.70,        26.25,        26.70,                   158850.00,6000, ,        53.00,        26.25
N,SM,MEGAFLEX,MEGA FLEX PLASTICS LTD,        47.30,        49.65,        49.65,        49.65,        49.65,                   446850.00,9000, ,        67.55,        40.00
N,SM,MEGATHERM,MEGATHERM INDUCTION LTD,       259.95,       258.00,       263.75,       248.00,       250.90,                 12443480.00,48800, ,       387.00,       246.05
N,SM,MICROPRO,MICROPRO SOFTWARE SOL L,        21.05,        20.80,        20.80,        20.60,        20.80,                   132800.00,6400, ,        41.65,        18.05
N,SM,MILTON,MILTON INDUSTRIES LIMITED,        27.50,        26.15,        26.15,        26.15,        26.15,                   575300.00,22000, ,        42.85,        26.15
N,SM,MHHL,MOHINI HEALTH&HYGIENE LTD,        47.20,        45.65,        46.00,        45.20,        46.00,                   409875.00,9000, ,        86.90,        45.20
N,SM,MONOPHARMA,MONO PHARMACARE LIMITED,        21.00,        20.10,        21.50,        20.10,        20.40,                   250400.00,12000, ,        38.00,        20.10
N,SM,MONOLITH,MONOLITHISCH INDIA LTD,       436.75,       440.00,       460.00,       435.20,       448.15,                 89707900.00,202000, ,       499.00,       219.45
N,SM,MOS,MOS UTILITY LIMITED,        24.50,        24.40,        26.50,        24.30,        24.90,                  8947000.00,352000, ,       321.85,        23.25
N,SM,MMEL,MOVING MEDIA ENTER LTD,        68.00,        64.00,        66.75,        61.75,        65.00,                   763600.00,12000, ,        84.45,        58.00
N,SM,MOXSH,MOXSH OVERSEAS EDUCON LTD,        61.95,        65.00,        65.00,        65.00,        65.00,                   208000.00,3200, ,        65.00,        25.50
N,SM,MUNISH,MUNISH FORGE LIMITED,       124.85,       124.85,       125.00,       115.10,       123.60,                  8874060.00,73200, ,       143.00,       102.00
N,SM,NRVANDANA,N R VANDANA TEX IND LTD,        58.50,        58.50,        58.80,        56.75,        58.80,                  1214100.00,21000, ,        61.00,        37.05
N,SM,NAMAN,NAMAN IN-STORE (INDIA) L,        83.00,        83.00,        83.00,        81.05,        83.00,                   662400.00,8000, ,       199.55,        55.75
N,SM,NAMOEWASTE,NAMO EWASTE MANAGEMENT L,       202.95,       203.90,       203.95,       196.35,       199.75,                  8796960.00,44000, ,       284.00,       127.00
N,ST,NEPHROCARE,NEPHRO CARE INDIA LIMITED,       138.20,       138.20,       139.00,       138.00,       139.00,                  1218320.00,8800, ,       262.80,        99.95
N,SM,NEPTUNE,NEPTUNE PETROCHEMICALS L,       165.30,       167.00,       167.00,       160.00,       161.05,                  1302550.00,8000, ,       186.00,       126.30
N,SM,CBAZAAR,NET AVENUE TECHNOLOGIES L,         3.70,         3.60,         3.60,         3.60,         3.60,                    57600.00,16000, ,        17.45,         3.45
N,ST,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,        35.90,        34.30,        36.10,        34.10,        35.40,                   989550.00,28500, ,        93.40,        27.05
N,SM,NMSTEEL,NEWMALAYALAM STEEL LTD,        31.95,        31.00,        32.00,        30.30,        30.30,                   198880.00,6400, ,        90.00,        23.35
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,        18.90,        18.95,        19.50,        18.35,        19.50,                   207450.00,11000, ,        32.50,        16.05
N,ST,NIKITA,NIKITA PAPERS LIMITED,       138.85,       139.80,       140.00,       139.70,       140.00,                  8398680.00,60000, ,       155.00,        77.15
N,SM,NIRMAN,NIRMAN AGRI GENTICS LTD,       116.60,       110.80,       110.80,       110.80,       110.80,                  2393280.00,21600, ,       456.00,       110.80
N,SM,OBSCP,OBSC PERFECTION LIMITED,       305.65,       310.00,       310.80,       301.05,       309.75,                 21389820.00,69600, ,       355.25,       110.00
N,SM,OMFURN,OMFURN INDIA LIMITED,       108.00,       115.00,       115.00,       106.00,       106.00,                   392880.00,3600, ,       140.00,        62.00
N,SM,OLIL,ONECLICK LOGISTICS IND L,       280.80,       282.00,       282.00,       279.90,       280.65,                  5387820.00,19200, ,       300.00,        88.05
N,SM,ONYX,ONYX BIOTEC LIMITED,        42.50,        41.10,        41.50,        40.00,        40.50,                  4015900.00,98000, ,        97.45,        35.50
N,SM,OPTIVALUE,OPTIVALUE TEK CONSULT LTD,        87.90,        90.00,        93.70,        88.00,        88.75,                  3787920.00,41600, ,       107.55,        83.00
N,SM,ORIANA,ORIANA POWER LIMITED,      2923.85,      2922.00,      2990.00,      2871.00,      2906.60,                138053583.75,47175, ,      3054.20,      1000.00
N,ST,OSELDEVICE,OSEL DEVICES LIMITED,       606.65,       615.00,       623.00,       609.00,       609.85,                 17568780.00,28400, ,       657.80,       182.05
N,SM,OWAIS,OWAIS METAL & MINERAL,       519.20,       516.60,       516.60,       472.00,       488.75,                 21975650.00,44900, ,      1530.00,       400.00
N,ST,PSRAJ,P S RAJ STEELS LIMITED,       269.00,       274.00,       274.00,       271.00,       271.00,                   545000.00,2000, ,       276.10,       122.85
N,SM,PARAGON,PARAGON FINE S.C. LTD.,        55.90,        56.15,        56.15,        53.25,        54.60,                   842940.00,15600, ,       142.40,        52.00
N,SM,PARAMATRIX,PARAMATRIX TECHNOLOGIES L,        80.00,        76.00,        82.50,        75.00,        82.50,                  1096680.00,14400, ,       111.00,        63.60
N,SM,PARAMOUNT,PARAMOUNT DYE TEC LIMITED,        52.50,        52.70,        53.20,        51.10,        53.20,                   251520.00,4800, ,        94.00,        46.25
N,SM,PSFL,PARAMOUNT SPECIALI FORG L,        34.50,        34.25,        34.25,        33.00,        33.90,                   808400.00,24000, ,        78.00,        33.00
N,ST,PARIN,PARIN ENTERPRISES LIMITED,       554.25,       552.00,       560.00,       531.00,       560.00,                  1918375.00,3500, ,       566.55,       311.65
N,ST,PARTH,PARTH ELEC & ENG LTD,       265.70,       265.70,       272.50,       265.70,       272.50,                  3665680.00,13600, ,       306.40,       169.00
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,        72.00,        70.15,        70.15,        70.15,        70.15,                   140300.00,2000, ,       140.00,        65.15
N,SM,PATILAUTOM,PATIL AUTOMATION LIMITED,       179.95,       177.25,       179.50,       177.05,       177.50,                  1922940.00,10800, ,       268.90,       153.90
N,ST,PATTECH,PATTECH FITWELL TUB COM L,       131.45,       138.00,       138.00,       137.00,       137.00,                   619500.00,4500, ,       160.00,        60.10
N,SM,PELATRO,PELATRO LIMITED,       360.50,       349.20,       357.25,       345.10,       345.10,                   944895.00,2700, ,       559.90,       270.25
N,SM,PENTAGON,PENTAGON RUBBER LIMITED,        90.40,        88.90,        99.50,        87.05,        93.60,                  7825900.00,83000, ,       106.00,        50.55
N,SZ,PERFECT,PERFECT INFRAENGINEER LTD,         3.85,         3.95,         4.00,         3.95,         4.00,                    59400.00,15000, ,        29.70,         3.80
N,SM,PCCL,PETRO CARBON AND CHEMI L,       184.00,       184.00,       185.00,       179.25,       185.00,                   364100.00,2000, ,       253.10,       150.00
N,SM,PHANTOMFX,PHANTOM DIGITAL EFF LTD,       240.00,       239.35,       242.00,       233.55,       234.80,                  1986360.00,8400, ,       346.75,       165.00
N,SM,PHOGLOBAL,PHOENIX OVERSEAS LIMITED,        20.35,        20.35,        20.45,        20.35,        20.35,                   122300.00,6000, ,        34.70,        16.75
N,SM,PPSL,PICTUREPOST STUDIOS LTD,        13.20,        13.50,        13.70,        12.80,        13.25,                   518250.00,39000, ,        45.60,        11.55
N,SM,PLADAINFO,PLADA INFOTECH SERVICES L,        17.15,        17.15,        17.15,        17.15,        17.15,                    51450.00,3000, ,        32.95,        16.00
G,ST,POLYSIL,POLYSIL IRRIGATION SYST L,       267.05,       261.70,       261.70,       261.70,       261.70,                173768800.00,664000, ,       289.05,        14.25
N,SM,POSITRON,POSITRON ENERGY LIMITED,       370.90,       375.00,       394.90,       374.85,       393.65,                 11576100.00,30000, ,       420.00,       225.00
N,SM,PRAMARA,PRAMARA PROMOTIONS LTD,       315.35,       322.00,       322.00,       310.35,       310.70,                  5937800.00,19000, ,       325.00,       101.05
N,SM,PRANIK,PRANIK LOGISTICS LIMITED,        81.85,        82.00,        84.00,        78.00,        83.65,                  2647360.00,32000, ,       112.95,        55.25
N,SM,PRATHAM,PRATHAM EPC PROJECTS LTD,       175.00,       175.00,       180.00,       170.50,       171.60,                  2409600.00,13600, ,       262.35,       133.00
N,SM,PRECISION,PRECISION METALIKS LTD,        18.65,        18.10,        18.10,        18.10,        18.10,                    36200.00,2000, ,        55.45,        17.50
N,SM,PRLIND,PREMIER ROADLINES LIMITED,        85.10,        83.05,        88.00,        83.00,        87.75,                  1888750.00,22000, ,       139.00,        78.20
N,SM,PREMIUM,PREMIUM PLAST LIMITED,        36.85,        36.55,        36.55,        36.55,        36.55,                   109650.00,3000, ,        51.75,        26.05
N,SM,PRESSTONIC,PRESSTONIC ENGINEERING L,        68.90,        71.00,        71.00,        64.20,        69.30,                   865400.00,12800, ,       143.00,        63.20
N,SM,PRIMECAB,PRIME CABLE INDUSTRIES L,       100.55,       101.00,       101.00,        93.25,        94.05,                 13099680.00,136000, ,       101.45,        70.70
N,SM,PRITIKA,PRITIKA ENG COMPO LTD,        83.95,        84.50,        85.85,        84.50,        85.85,                   847700.00,10000, ,       210.00,        66.50
N,ST,PRIZOR,PRIZOR VIZTECH LIMITED,       352.00,       350.05,       359.90,       345.00,       353.45,                  2815080.00,8000, ,       362.00,       105.10
N,SM,PROFX,PRO FX TECH LIMITED,        90.25,        92.80,        93.75,        89.00,        89.00,                  2035840.00,22400, ,       136.90,        83.10
N,SM,PROLIFE,PROLIFE INDUSTRIES LTD,        98.65,        97.00,        97.00,        93.75,        93.75,                   286750.00,3000, ,       361.00,        93.75
N,SM,PROV,PROVENTUS AGROCOM LIMITED,      1137.00,      1137.00,      1137.00,      1137.00,      1137.00,                    90960.00,80, ,      1770.00,       815.10
N,SM,PULZ,PULZ ELECTRONICS LIMITED,        38.70,        37.20,        37.20,        37.05,        37.05,                   444900.00,12000, ,        97.80,        34.15
N,ST,PURPLEUTED,PURPLE UNITED SALES LTD,       534.50,       550.00,       561.20,       535.50,       560.05,                 33050800.00,59000, ,       561.20,       119.55
N,ST,PURVFLEXI,PURV FLEXIPACK LIMITED,       102.00,       101.00,       101.00,       101.00,       101.00,                    80800.00,800, ,       225.70,        69.00
N,SM,PUSHPA,PUSHPA JEWELLERS LIMITED,       132.60,       130.05,       132.35,       130.00,       131.05,                  1703250.00,13000, ,       148.00,       106.40
N,SM,QMSMEDI,QMS MEDICAL ALLIED S LTD,       104.45,       104.95,       105.00,       104.45,       104.45,                   628750.00,6000, ,       123.50,        72.35
N,SM,QUADPRO,QUADPRO ITES LIMITED,         2.90,         2.80,         2.80,         2.80,         2.80,                    33600.00,12000, ,         5.80,         2.80
N,SM,QFIL,QUALITY FOILS (INDIA) LTD,        67.20,        68.00,        70.50,        68.00,        70.50,                   484500.00,7000, ,       114.00,        60.55
N,SM,QUESTLAB,QUEST LABORATORIES LTD,        88.90,        88.80,        89.25,        88.80,        89.25,                  3624600.00,40800, ,       160.00,        75.15
N,SM,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,        42.05,        41.60,        42.80,        41.00,        41.20,                   248925.00,6000, ,       130.15,        40.00
N,SM,RILINFRA,RACHANA INFRA LTD,        37.00,        37.00,        37.80,        36.00,        36.50,                   666205.00,18100, ,        55.65,        25.55
N,SM,RADIOWALLA,RADIOWALLA NETWORK LTD,        68.90,        68.00,        72.00,        66.00,        72.00,                  1238800.00,17600, ,       128.60,        53.85
N,SM,RCDL,RAJGOR CASTOR DERIVATI L,        24.50,        23.70,        23.70,        23.15,        23.15,                   423450.00,18000, ,        30.85,        16.55
N,SM,RAJPUTANA,RAJPUTANA BIODIESEL LTD,       265.00,       265.10,       265.10,       259.15,       260.00,                  1310975.00,5000, ,       383.85,       173.15
N,SM,RAJINDLTD,RAJPUTANA INDUSTRIES LTD,        77.15,        78.70,        78.70,        77.80,        78.10,                   704400.00,9000, ,       101.90,        70.05
N,SM,RBS,RAMDEVBABA SOLVENT LTD,       120.10,       120.00,       120.00,       114.00,       116.00,                  3730800.00,32000, ,       150.50,        99.10
N,SM,RAPIDFLEET,RAPID FLEET MGT SERVICE L,       206.00,       204.90,       204.90,       204.90,       204.90,                   122940.00,600, ,       229.00,       171.00
N,SM,RAPPID,RAPPID VALVES (INDIA) LTD,       311.50,       311.50,       323.00,       311.50,       315.45,                  3032160.00,9600, ,       430.00,       215.20
N,SM,RBMINFRA,RBM INFRACON LIMITED,       422.00,       423.65,       429.95,       414.00,       416.60,                  4634760.00,11000, ,       930.00,       249.85
N,ST,READYMIX,READYMIX CONSTRU MACHI L,       141.00,       141.50,       144.00,       141.15,       142.05,                   568150.00,4000, ,       175.00,        55.20
N,SM,REFRACTORY,REFRACTORY SHAPES LIMITED,        44.25,        46.40,        46.45,        46.00,        46.45,                   324200.00,7000, ,       128.95,        39.00
N,SM,REMUS,REMUS PHARMACEUTICALS L,       669.20,       660.00,       679.90,       641.05,       655.70,                  3585385.00,5400, ,      2770.00,       636.10
N,SM,RICHA,RICHA INFO SYSTEMS LTD,        80.00,        84.00,        84.00,        81.15,        84.00,                  4110150.00,49000, ,       102.05,        50.00
N,SM,RITEZONE,RITE ZONE CHEMCON IND LTD,        34.45,        36.55,        36.55,        31.00,        31.30,                   737840.00,22400, ,        51.50,        19.85
N,SM,RNFI,RNFI SERVICES LIMITED,       362.50,       362.00,       362.00,       348.90,       357.00,                  4507560.00,12600, ,       404.00,       110.05
N,SM,ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,       249.00,       240.00,       263.50,       240.00,       258.25,                  4019837.50,15750, ,       650.00,       160.55
N,SM,ROXHITECH,ROX HI TECH LIMITED,        47.45,        47.35,        53.00,        47.30,        48.20,                  2626720.00,52800, ,       128.50,        35.05
N,SM,ROYALARC,ROYAL ARC ELECTRODES LTD,       160.00,       156.50,       158.00,       156.00,       156.00,                  2442120.00,15600, ,       187.80,       114.25
N,SM,RULKA,RULKA ELECTRICALS LIMITED,       121.05,       119.15,       120.80,       119.15,       120.80,                   359490.00,3000, ,       443.90,       113.10
N,SM,SATECH,S A TECH SOFTWARE INDIA L,        53.75,        50.25,        53.75,        50.25,        53.25,                   681750.00,13000, ,       161.60,        45.00
N,SM,SDREAMS,S D RETAIL LIMITED,       113.50,       107.00,       107.00,       107.00,       107.00,                   107000.00,1000, ,       215.00,        86.35
N,SM,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,       353.25,       355.00,       355.85,       348.05,       350.80,                  6940387.50,19750, ,       725.00,       348.05
N,ST,SAAKSHI,SAAKSHI MEDTEC N PANELS L,       151.70,       154.00,       159.25,       149.10,       159.25,                  5216850.00,33600, ,       255.00,       118.00
N,ST,SABAR,SABAR FLEX INDIA LIMITED,         5.40,         5.40,         5.40,         5.40,         5.40,                    27000.00,5000, ,        18.05,         3.80
N,SM,SACHEEROME,SACHEEROME LIMITED,       215.00,       210.30,       222.00,       210.30,       218.00,                 10011780.00,45600, ,       247.00,       140.50
N,SM,SADHAV,SADHAV SHIPPING LIMITED,       103.00,       103.00,       110.00,       100.95,       109.35,                  3360030.00,31800, ,       173.80,        76.95
N,SM,SAFEENTP,SAFE ENTER RETAIL FIX LTD,       188.50,       184.15,       186.95,       184.15,       186.95,                  6490150.00,35000, ,       249.25,       151.00
N,SM,SAHAJSOLAR,SAHAJ SOLAR LIMITED,       217.85,       219.50,       224.85,       218.00,       218.10,                  2025320.00,9200, ,       610.00,       194.00
N,SM,SAHANA,SAHANA SYSTEM LIMITED,      1041.65,      1035.00,      1035.00,      1003.15,      1021.50,                 11844637.50,11625, ,      2135.00,       911.30
N,SM,SAHASRA,SAHASRA ELECTRONIC SOLU L,       263.05,       262.05,       264.60,       258.25,       261.85,                  8042560.00,30800, ,      1013.00,       227.50
N,SM,SAJHOTELS,SAJ HOTELS LIMITED,        64.15,        64.50,        67.00,        64.00,        64.55,                  2901900.00,44000, ,        86.50,        40.10
N,SM,SAMAY,SAMAY PROJECT SERVICES L,        47.10,        47.00,        51.30,        46.90,        50.45,                  3357800.00,68000, ,        51.30,        28.80
N,SM,SAIFL,SAMEERA AGRO AND INFRA L,        15.10,        15.10,        15.10,        14.75,        14.75,                   536000.00,36000, ,       111.90,        14.45
N,SM,SARTELE,SAR TELEVENTURE LIMITED,       177.70,       177.00,       178.95,       174.00,       175.45,                  8081525.00,46000, ,       375.00,       162.00
N,ST,SAROJA,SAROJA PHARMA INDUS IND L,        44.50,        43.65,        43.65,        42.70,        42.70,                   138160.00,3200, ,        61.95,        34.00
N,SM,SATKARTAR,SAT KARTAR SHOPPING LTD,       191.70,       191.50,       194.00,       182.00,       184.00,                  5332160.00,28000, ,       241.95,       130.20
N,SM,SSEGL,SATHLOKHAR SYN E&C GLOB L,       504.50,       514.80,       532.40,       505.00,       522.25,                 76517050.00,146800, ,       570.00,       312.00
N,SM,SATIPOLY,SATI POLY PLAST LIMITED,        67.00,        68.00,        70.35,        68.00,        70.35,                  1355550.00,19500, ,       268.70,        60.15
N,SM,SATTVAENGG,SATTVA ENGINEERING CSTN L,        83.20,        83.20,        83.20,        82.80,        83.00,                   929360.00,11200, ,       118.90,        80.30
N,SM,SAVY,SAVY INFRA AND LOGI LTD,       135.55,       135.00,       142.00,       125.00,       139.50,                 41860920.00,306000, ,       152.00,       121.00
N,SM,SAWALIYA,SAWALIYA FOOD PRODUCTS L,       221.30,       224.00,       224.15,       219.10,       220.35,                 13577760.00,61200, ,       301.00,       208.00
N,SM,SELLOWRAP,SELLOWRAP INDUSTRIES LTD,       104.95,       103.95,       104.70,       103.95,       104.70,                   333840.00,3200, ,       139.65,        85.05
N,SM,SERVICE,SERVICE CARE LIMITED,        47.70,        52.70,        52.70,        47.50,        47.50,                   395400.00,8000, ,        94.75,        39.60
N,SM,SHANTHALA,SHANTHALA FMCG PRODUCTS L,        28.35,        25.00,        29.00,        25.00,        26.50,                   716580.00,26400, ,        61.00,        20.40
N,ST,SCML,SHARP CHUCKS N MACHINES L,       141.15,       145.55,       145.55,       139.00,       141.40,                  4077900.00,29000, ,       148.00,        68.05
N,SM,SHEEL,SHEEL BIOTECH LIMITED,        80.55,        81.90,        83.50,        81.90,        82.00,                  1326400.00,16000, ,        95.55,        76.00
N,SM,SHEETAL,SHEETAL UNIVERSAL LIMITED,       142.65,       141.90,       141.90,       141.50,       141.65,                  3685900.00,26000, ,       145.00,        59.50
N,SM,SHERA,SHERA ENERGY LIMITED,       125.00,       123.75,       125.90,       123.55,       123.55,                  1368450.00,11000, ,       233.50,       121.05
N,SM,SHIGAN,SHIGAN QUANTUM TECH LTD,        66.05,        66.10,        66.10,        66.10,        66.10,                    99150.00,1500, ,       131.80,        61.50
N,SM,SPCL,SHIVALIC POWER CONTROL L,       105.50,       105.00,       106.00,       102.05,       102.90,                  2542140.00,24600, ,       279.00,        93.00
N,SM,SHIVASHRIT,SHIVASHRIT FOODS LIMITED,       132.00,       133.90,       133.90,       130.00,       130.00,                   527900.00,4000, ,       148.50,       118.00
N,SM,SHREEKARNI,SHREE KARNI FABCOM LTD,       568.35,       570.00,       575.00,       570.00,       575.00,                   257677.50,450, ,       852.90,       480.00
N,SM,SHREEOSFM,SHREE OSFM E-MOBILITY LTD,       109.95,       109.50,       109.50,       106.00,       106.35,                  2900450.00,27000, ,       176.00,        82.70
N,SM,TIRUPATI,SHREE TIRUPATI BALAJEE,       798.00,       798.00,       798.00,       798.00,       798.00,                    99750.00,125, ,       997.00,       452.95
