MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AISL,ANI INTEGRATED SERV LTD.,        89.75,        86.00,        89.25,        85.60,        86.95,                   259470.00,3000, ,       191.50,        77.00
N,SM,ANLON,ANLON TECHNOLOGY SOL LTD,       383.50,       392.00,       405.40,       390.00,       404.30,                  6729680.00,16800, ,       497.00,       239.00
N,SM,ANNAPURNA,ANNAPURNA SWADISHT LTD,       237.45,       241.80,       243.00,       235.05,       236.45,                  5755500.00,24250, ,       441.00,       228.00
G,ST,ANONDITA,ANONDITA MEDICARE LIMITED,       621.80,       610.00,       610.00,       609.40,       609.40,                 25619400.00,42000, ,       675.80,       261.75
N,SM,ANYA,ANYA POLYTECH & FERTI LTD,        22.55,        22.50,        22.55,        22.50,        22.55,                  1575750.00,70000, ,        29.05,        16.20
N,SM,APEXECO,APEX ECOTECH LIMITED,       129.00,       129.00,       129.00,       129.00,       129.00,                   103200.00,800, ,       169.00,        73.00
N,SM,APRAMEYA,APRAMEYA ENGINEERING LTD,       325.35,       321.00,       325.55,       313.00,       314.65,                  3544650.00,11000, ,       360.00,        72.15
N,SM,ARABIAN,ARABIAN PETROLEUM LIMITED,        74.00,        75.00,        75.00,        75.00,        75.00,                   750000.00,10000, ,        92.95,        63.00
N,SM,ARCIIL,ARC INSULATION & INSU LTD,        78.40,        81.00,        81.00,        76.70,        76.85,                  1576950.00,20000, ,       145.00,        75.30
N,ST,ARHAM,ARHAM TECHNOLOGIES LTD,       144.35,       139.10,       147.00,       139.05,       141.15,                  7283000.00,51000, ,       154.95,        70.80
N,ST,ARIHANTACA,ARIHANT ACADEMY LIMITED,       507.40,       500.00,       500.00,       495.00,       495.00,                   398000.00,800, ,       540.00,       200.00
N,SM,ARISTO,ARISTO BIO T AND LIFESC L,       122.50,       121.00,       121.00,       121.00,       121.00,                    96800.00,800, ,       159.00,        84.55
N,SM,ARUNAYA,ARUNAYA ORGANICS LIMITED,        19.35,        19.35,        19.35,        18.20,        19.20,                   303700.00,16000, ,        46.50,        18.20
N,SM,ARVINDPORT,ARVIND PORT AND INFRA LTD,        43.05,        44.50,        45.20,        44.50,        45.20,                  1827000.00,40500, ,       104.60,        41.70
N,SM,ASHALOG,ASHAPURA LOGISTICS LTD,        72.20,        72.00,        72.05,        71.95,        71.95,                   288050.00,4000, ,       105.00,        60.00
G,ST,ASLIND,ASL INDUSTRIES LIMITED,        88.40,        90.15,        90.15,        88.40,        90.15,                   898000.00,10000, ,        90.25,        29.00
N,SM,ASPIRE,ASPIRE & INNOVATIVE ADV L,        17.55,        17.90,        18.00,        17.85,        18.00,                   179200.00,10000, ,        47.45,        16.85
N,SM,ATCENERGY,ATC ENERGIES SYSTEM LTD,        40.50,        39.70,        40.50,        39.65,        40.20,                   767580.00,19200, ,       115.35,        38.00
N,SM,ATMASTCO,ATMASTCO LIMITED,       170.10,       179.00,       179.00,       171.90,       171.90,                  1666680.00,9600, ,       300.80,       162.20
N,SM,AUROIMPEX,AURO IMPEX & CHEMICALS L,        43.85,        43.85,        43.85,        43.50,        43.50,                   209360.00,4800, ,        89.10,        35.75
N,SM,APS,AUSTRALIAN PREM SOLAR I L,       430.25,       425.95,       434.90,       421.15,       428.10,                  6978737.50,16250, ,       654.00,       345.00
N,SM,AVIANSH,AVI ANSH TEXTILE LIMITED,       114.00,       116.00,       116.50,       114.00,       115.00,                  4482000.00,39000, ,       122.00,        80.00
N,SM,AVPINFRA,AVP INFRACON LIMITED,       129.95,       132.70,       140.90,       131.50,       138.30,                 18059520.00,131200, ,       264.30,       118.45
N,SM,BAGDIGITAL,B.A.G.CONVERGENCE LIMITED,       126.30,       130.50,       130.50,       124.50,       124.50,                  3038160.00,24000, ,       137.00,        95.75
N,SM,BABAFP,BABA FOOD PROCESSING,        29.90,        30.95,        30.95,        30.95,        30.95,                   198080.00,6400, ,        63.50,        29.55
N,SM,BAHETI,BAHETI RECYCLING IND LTD,       555.30,       568.95,       569.00,       546.00,       549.50,                  5629912.50,10125, ,       649.90,       328.10
N,ST,BALAJIPHOS,BALAJI PHOSPHATES LIMITED,       114.65,       114.65,       114.65,       114.65,       114.65,                   114650.00,1000, ,       184.70,        72.60
N,SM,BARFLEX,BARFLEX POLYFILMS LIMITED,        74.00,        75.85,        75.85,        74.00,        74.10,                  2822600.00,38000, ,        82.40,        41.15
N,SM,BASILIC,BASILIC FLY STUDIO LTD,       307.25,       307.00,       319.60,       300.00,       308.40,                 11913375.00,38400, ,       509.80,       223.15
N,SM,BAWEJA,BAWEJA STUDIOS LIMITED,        40.25,        40.20,        41.00,        39.50,        39.50,                   255600.00,6400, ,        79.00,        39.10
N,SM,BEACON,BEACON TRUSTEESHIP LTD,        78.80,        80.00,        80.00,        77.20,        79.45,                  2757700.00,35000, ,       111.00,        50.00
N,SM,BEWLTD,BEW ENGINEERING LIMITED,       121.10,       121.10,       121.10,       114.00,       114.25,                  3256750.00,28000, ,       295.00,       114.00
N,SM,BHADORA,BHADORA INDUSTRIES LTD,        77.95,        77.00,        79.95,        77.00,        78.50,                   471900.00,6000, ,       128.85,        76.45
N,SM,BIKEWO,BIKEWO GREEN TECH LIMITED,        20.85,        20.40,        21.00,        19.80,        19.80,                  3069500.00,152000, ,        34.10,        13.65
N,SM,BLUEPEBBLE,BLUE PEBBLE LIMITED,        93.05,        93.95,        93.95,        88.00,        90.00,                  1542780.00,17200, ,       390.00,        88.00
N,SM,BLUEWATER,BLUE WATER LOGISTICS LTD,       161.00,       161.00,       161.00,       160.50,       161.00,                  1448500.00,9000, ,       187.20,       125.40
N,SM,BMETRICS,BOMBAY METRICS S C LTD,        45.00,        45.10,        45.10,        44.15,        45.00,                   431640.00,9600, ,        65.95,        38.10
N,SM,BOSS,BOSS PACKAGING SOLU LTD,        45.50,        45.55,        45.55,        45.55,        45.55,                    91100.00,2000, ,        59.30,        36.55
N,SM,BRACEPORT,BRACE PORT LOGISTICS LTD,        78.60,        77.00,        81.50,        77.00,        81.00,                  2812160.00,35200, ,       116.95,        69.00
N,ST,C2C,C2C ADVANCED SYSTEMS LTD,       613.35,       613.35,       619.50,       585.00,       588.35,                 20357445.00,34050, ,       954.00,       250.15
N,SM,CADSYS,CADSYS (INDIA) LIMITED,        46.50,        48.70,        48.70,        46.00,        46.00,                    47350.00,1000, ,       131.25,        43.25
N,SM,CANARYS,CANARYS AUTOMATIONS LTD,        32.85,        33.00,        33.00,        31.80,        32.15,                  1417400.00,44000, ,        46.40,        23.50
N,SM,CEDAAR,CEDAAR TEXTILE LIMITED,        74.00,        72.80,        75.20,        72.80,        75.20,                  9843150.00,133000, ,       136.30,        72.80
N,SM,CELLPOINT,CELL POINT (INDIA) LTD,        17.00,        17.45,        17.50,        17.45,        17.50,                    83940.00,4800, ,        30.30,        15.60
N,SM,CELLECOR,CELLECOR GADGETS LIMITED,        29.10,        29.40,        29.40,        28.50,        28.60,                 11586750.00,399000, ,        81.50,        25.75
N,SM,CMNL,CHAMAN METALLICS LIMITED,       140.00,       140.00,       140.00,       137.00,       138.05,                  1241400.00,9000, ,       183.90,       103.70
N,SM,CHAMUNDA,CHAMUNDA ELECTRICAL LTD,        56.50,        56.40,        56.40,        53.05,        54.00,                  2628000.00,48000, ,        71.00,        36.10
N,SM,CHANDAN,CHANDAN HEALTHCARE LTD,       323.50,       326.80,       327.90,       322.40,       323.00,                  7800480.00,24000, ,       358.00,       140.00
N,SM,CHAVDA,CHAVDA INFRA LIMITED,        83.50,        84.75,        85.60,        82.50,        83.15,                  1003400.00,12000, ,       186.00,        82.50
N,SM,CHETANA,CHETANA EDUCATION LIMITED,        63.70,        64.95,        67.75,        64.95,        67.75,                  1270960.00,19200, ,       129.00,        59.20
N,SM,CLASSICEIL,CLASSIC ELECTRODE (IND) L,        85.30,        84.00,        84.00,        82.15,        82.30,                  3444960.00,41600, ,       113.90,        80.50
N,ST,COMMITTED,COMMITTED CARGO CARE LTD,       231.00,       230.95,       230.95,       230.95,       230.95,                   184760.00,800, ,       274.05,        48.50
N,SM,CONNPLEX,CONNPLEX CINEMAS LIMITED,       225.35,       230.00,       237.60,       229.95,       236.10,                 12163240.00,52000, ,       253.00,       177.00
N,SM,COOLCAPS,COOL CAPS INDUSTRIES LTD,        75.65,        76.40,        77.40,        75.00,        76.05,                  2951437.50,38750, ,       931.00,        70.00
N,SM,CRAYONS,CRAYONS ADVERTISING LTD,        46.00,        43.95,        44.00,        42.20,        43.30,                   432600.00,10000, ,       113.60,        42.00
N,SM,CGRAPHICS,CREATIVE GRAPHICS S IND L,       199.95,       197.25,       202.40,       190.95,       201.20,                 10496760.00,53600, ,       259.00,       134.40
N,ST,CURIS,CURIS LIFESCIENCES LTD,       134.90,       132.30,       134.60,       131.00,       132.85,                  1859550.00,14000, ,       147.90,       128.00
N,SM,DKEGL,D K ENTERPRISES GLOBAL L,        70.50,        72.00,        72.00,        72.00,        72.00,                   108000.00,1500, ,        88.50,        56.50
N,SM,DANISH,DANISH POWER LIMITED,       716.85,       715.00,       722.95,       689.00,       703.80,                 20216137.50,28500, ,      1316.00,       650.00
N,SM,DCCL,DAR CREDIT & CAPITAL LTD,        50.90,        49.00,        49.00,        49.00,        49.00,                    98000.00,2000, ,        66.00,        44.00
N,SM,DCG,DCG CABLES & WIRES LTD,        72.00,        73.00,        73.00,        68.50,        72.45,                   431040.00,6000, ,       126.40,        55.00
N,SM,DENEERS,DE NEERS TOOLS LIMITED,       145.10,       143.25,       145.60,       143.00,       144.40,                  1998870.00,13800, ,       374.80,       132.00
N,SM,DECCANTRAN,DECCAN TRANSCON LEASING L,        28.75,        28.10,        29.00,        27.05,        28.75,                  1498800.00,52800, ,        67.50,        27.05
N,SM,DELAPLEX,DELAPLEX LIMITED,       131.75,       132.00,       136.45,       132.00,       135.50,                  1600980.00,12000, ,       248.00,       126.00
N,SM,DELTIC,DELTA AUTOCORP LIMITED,        46.10,        45.15,        46.00,        43.00,        43.85,                  1243900.00,28000, ,       183.75,        43.00
N,SM,DHANLAXMI,DHANLAXMI CROP SCIENCE L,        33.95,        34.00,        34.00,        33.95,        33.95,                   135900.00,4000, ,       110.00,        33.00
N,SM,DRL,DHANUKA REALTY LIMITED,        21.50,        22.40,        22.40,        21.95,        21.95,                   266100.00,12000, ,        34.00,        12.50
N,ST,DHARIWAL,DHARIWALCORP LIMITED,       320.85,       336.00,       336.85,       328.00,       336.85,                  7063980.00,21000, ,       336.85,        90.50
N,SM,DTL,DIENSTEN TECH LIMITED,       150.40,       150.00,       150.00,       150.00,       150.00,                  1620000.00,10800, ,       188.80,       105.00
N,SM,DIGIKORE,DIGIKORE STUDIOS LIMITED,        67.35,        69.00,        69.00,        65.00,        68.00,                  1680640.00,24800, ,       310.50,        64.80
N,ST,DIVINEHIRA,DIVINE HIRA JEWELLERS LTD,       182.65,       181.20,       181.20,       173.55,       175.00,                  9502880.00,54400, ,       192.80,        43.00
N,ST,DPEL,DIVINE POWER ENERGY LTD,       284.00,       290.50,       295.00,       278.00,       280.80,                  8507475.00,30000, ,       305.70,        92.05
N,SM,DIVYADHAN,DIVYADHAN RECYCLING IND L,        32.85,        31.45,        31.45,        31.20,        31.20,                   437700.00,14000, ,        85.20,        31.20
N,SM,DOLLEX,DOLLEX AGROTECH LIMITED,        39.95,        39.30,        39.30,        39.00,        39.00,                   470400.00,12000, ,        44.25,        32.00
N,SM,DRONE,DRONE DESTINATION LIMITED,        76.10,        76.10,        76.75,        72.65,        73.65,                   782075.00,10500, ,       219.85,        64.55
N,SM,DRSDILIP,DRS DILIP ROADLINES LTD.,        85.20,        81.20,        85.00,        81.00,        85.00,                   197760.00,2400, ,       136.55,        81.00
N,SM,DUCOL,DUCOL ORGS AND COLOURS LT,       185.60,       186.00,       189.00,       182.00,       183.10,                  1923000.00,10400, ,       209.50,        93.50
N,SM,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,        30.10,        28.80,        30.25,        28.75,        29.60,                   363875.00,12500, ,        70.00,        28.05
N,SM,DURLAX,DURLAX TOP SURFACE LTD,        39.00,        37.80,        37.80,        37.80,        37.80,                    75600.00,2000, ,        65.00,        33.10
N,SM,DYNAMIC,DYNAMIC SRVCS & SEC LTD,       119.60,       119.90,       125.55,       114.00,       124.05,                  9998350.00,84000, ,       404.35,        85.40
N,ST,EFACTOR,E FACTOR EXPERIENCES LTD,       328.35,       320.00,       325.90,       317.00,       325.85,                  2571580.00,8000, ,       345.25,       127.50
N,SM,EFFWA,EFFWA INFRA & RESEARCH L,       248.00,       249.05,       250.00,       243.05,       245.25,                 15284880.00,62000, ,       272.95,       147.55
N,SM,EFORCE,ELECTRO FORCE (INDIA) LTD,        37.95,        36.85,        38.30,        36.85,        37.65,                   358140.00,9600, ,        64.50,        29.20
N,SM,ELGNZ,ELEGANZ INTERIORS LIMITED,       105.00,       104.00,       105.00,       102.00,       103.00,                  2587550.00,25000, ,       163.50,        94.00
N,SM,EMAPARTNER,EMA PARTNERS INDIA LTD,        89.05,        92.50,        93.70,        91.25,        93.70,                  1201350.00,13000, ,       158.80,        87.05
N,SM,EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,       125.15,       125.30,       130.00,       120.20,       128.00,                   407100.00,3300, ,       521.85,       120.20
N,SM,EMMIL,ENERGY MISSION MACH IND L,       184.30,       185.95,       204.95,       184.95,       200.45,                 23084162.50,118250, ,       359.40,       162.10
N,SM,ENFUSE,ENFUSE SOLUTIONS LIMITED,       229.90,       238.00,       238.00,       238.00,       238.00,                   142800.00,600, ,       284.00,       164.00
N,SM,ENSER,ENSER COMMUNICATIONS LTD,        16.60,        16.60,        16.80,        16.05,        16.75,                   497250.00,30000, ,       321.00,        13.35
N,SM,ENVIRO,ENVIROTECH SYSTEMS LTD,       124.10,       126.00,       130.00,       126.00,       126.25,                   891950.00,7000, ,       173.00,        90.05
N,SM,EEPL,EPPELTONE ENGINEERS LTD,       191.75,       198.95,       198.95,       191.00,       192.00,                  8711600.00,45000, ,       267.90,       160.05
N,SM,ESCONET,ESCONET TECHNOLOGIES LTD,       177.25,       178.00,       178.00,       168.40,       170.75,                  7353960.00,43200, ,       416.90,       150.15
N,SM,ESPRIT,ESPRIT STONES LIMITED,        63.00,        63.00,        64.00,        63.00,        64.00,                   305600.00,4800, ,       159.45,        62.00
N,SM,ESFL,ESSEN SPECIALITY FILMS L,       212.65,       213.50,       223.25,       208.00,       222.15,                 18933354.00,86760, ,       757.25,       198.50
N,SM,EXCELLENT,EXCELLENT WIRES N PACK L,        42.00,        41.95,        41.95,        41.95,        41.95,                    67120.00,1600, ,        69.95,        36.90
N,SM,FALCONTECH,FALCON TECHNOPROJ IND LTD,        16.05,        16.10,        16.10,        15.50,        15.60,                   151680.00,9600, ,        63.95,        14.85
N,SM,FELIX,FELIX INDUSTRIES LTD.,       171.35,       171.35,       174.00,       164.60,       168.65,                  4268400.00,25000, ,       220.00,       108.00
N,SM,FIDEL,FIDEL SOFTECH LIMITED,       139.75,       137.10,       142.95,       137.00,       138.00,                  3206950.00,23000, ,       234.00,       109.00
N,ST,FINBUD,FINBUD FINANCIAL SERV LTD,       151.80,       151.90,       155.75,       144.25,       154.65,                 13683250.00,91000, ,       164.85,       141.40
N,ST,FLYSBS,FLYSBS AVIATION LIMITED,       573.85,       568.00,       575.00,       568.00,       573.90,                  6657390.00,11600, ,       790.00,       427.50
N,ST,FONEBOX,FONEBOX RETAIL LIMITED,       100.00,       100.00,       100.00,       100.00,       100.00,                   100000.00,1000, ,       145.00,        68.85
N,SM,FORCAS,FORCAS STUDIO LIMITED,       130.00,       130.00,       130.00,       130.00,       130.00,                   208000.00,1600, ,       140.00,        65.05
N,SM,FORGEAUTO,FORGE AUTO INTERNATION L,       132.10,       132.00,       134.00,       128.00,       129.10,                  4786080.00,37200, ,       175.50,        60.00
N,SM,FRESHARA,FRESHARA AGRO EXPORTS LTD,       149.75,       153.40,       154.00,       146.05,       149.05,                 22415130.00,149400, ,       221.95,       110.00
N,SM,FROG,FROG INNOVATIONS LIMITED,       152.75,       157.40,       168.50,       151.20,       165.65,                  3004380.00,18800, ,       458.00,       150.00
N,SM,GAJANAND,GAJANAND INTERNATIONAL L,        11.15,        11.15,        12.15,        10.20,        10.20,                   100500.00,9000, ,        21.80,         9.65
N,SM,GML,GALAXY MEDICARE LIMITED,        20.00,        20.50,        20.50,        20.50,        20.50,                    41000.00,2000, ,        54.00,        18.75
N,SM,GGBL,GANESH GREEN BHARAT LTD,       397.30,       395.15,       400.00,       378.00,       397.45,                 25779435.00,66000, ,       635.00,       282.20
N,SM,GANESHIN,GANESH INFRAWORLD LIMITED,       211.55,       206.00,       210.00,       200.25,       207.00,                 49218400.00,239200, ,       279.80,       106.25
N,SM,GANGABATH,GANGA BATH FITTINGS LTD,        24.15,        24.10,        24.10,        23.15,        23.15,                   280650.00,12000, ,        59.00,        21.15
N,SM,GRCL,GAYATRI RUBB AND CHEM LTD,       389.90,       371.00,       371.00,       371.00,       371.00,                    92750.00,250, ,       525.25,       315.60
N,SM,GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,       103.80,       105.50,       108.95,        99.05,       102.90,                  3494787.50,33250, ,       409.00,        96.80
N,SM,GLOBALPET,GLOBAL PET INDUSTRIES LTD,       118.50,       120.00,       124.90,       120.00,       123.20,                   821400.00,6750, ,       159.70,        93.10
N,SM,GICL,GLOBE INTL CARRIERS LTD,        43.45,        42.90,        43.20,        42.75,        43.00,                  5804550.00,135000, ,       179.00,        40.00
N,SM,GSTL,GLOBESECURE TECHNO LTD,         7.95,         8.30,         8.30,         8.30,         8.30,                    66400.00,8000, ,        40.50,         5.95
N,SM,GOYALSALT,GOYAL SALT LIMITED,       165.05,       167.00,       170.00,       165.05,       170.00,                  1419630.00,8400, ,       216.00,       142.00
N,SM,GPECO,GP ECO SOLUTIONS INDIA L,       483.30,       491.95,       491.95,       479.95,       485.30,                  6596150.00,13600, ,       616.50,       230.00
N,ST,GCHOTELS,GRAND CONTINENT HOTELS L,       161.70,       153.65,       153.65,       153.65,       153.65,                  1014090.00,6600, ,       255.00,       101.90
N,SM,GRAPHISAD,GRAPHISADS LIMITED,        33.60,        32.95,        34.95,        32.85,        34.95,                   403260.00,12000, ,        70.50,        30.40
N,SM,GREENCHEF,GREENCHEF APPLIANCES LTD,        58.95,        58.10,        59.70,        58.10,        58.10,                   657040.00,11200, ,        90.00,        54.55
N,SM,GREENLEAF,GREENLEAF ENVIROTECH LTD,       161.10,       168.00,       173.70,       165.00,       168.50,                 29410800.00,173000, ,       173.70,       111.00
N,SM,GSMFOILS,GSM FOILS LIMITED,       204.25,       204.25,       210.00,       201.00,       201.00,                  2482375.00,12000, ,       255.15,        92.05
N,SM,GURUNANAK,GURUNANAK AGRICULTUR IN L,        29.85,        29.85,        29.85,        29.50,        29.85,                   190480.00,6400, ,        60.00,        28.90
N,SM,WHITEFORCE,HAPPY SQUARE OUTSOURC S L,        66.05,        65.50,        65.50,        63.00,        63.50,                   308000.00,4800, ,        94.80,        54.85
N,SM,HIGREEN,HI GREEN CARBON LIMITED,       163.40,       161.50,       169.20,       156.00,       167.10,                 10495360.00,64800, ,       340.90,       156.00
N,ST,HOACFOODS,HOAC FOODS INDIA LIMITED,       361.00,       369.00,       369.50,       365.00,       365.00,                  2480625.00,6750, ,       369.50,       105.00
N,SM,HOLMARC,HOLMARC OPTO MECHATRO L,        87.10,        87.10,        89.50,        86.50,        86.50,                   262575.00,3000, ,       197.50,        86.15
N,SM,HOMESFY,HOMESFY REALTY LIMITED,       188.80,       193.00,       193.00,       179.40,       179.40,                  1459005.00,8100, ,       545.90,       175.90
N,ST,HPTL,HP TELECOM INDIA LIMITED,       300.50,       300.50,       300.50,       300.50,       300.50,                   180300.00,600, ,       327.40,       101.05
N,SM,HRHNEXT,HRH NEXT SERVICES LIMITED,        30.90,        29.40,        29.40,        29.40,        29.40,                   529200.00,18000, ,       125.60,        28.75
N,SM,HVAX,HVAX TECHNOLOGIES LIMITED,       890.05,       846.00,       846.00,       845.55,       845.55,                   761197.50,900, ,      1029.30,       544.50
N,SM,IBLFL,IBL FINANCE LIMITED,        69.70,        67.80,        67.80,        67.80,        67.80,                   135600.00,2000, ,        74.00,        45.45
N,SM,IDENTICAL,IDENTICAL BRAINS STUDIO L,        32.60,        32.40,        32.40,        27.55,        28.60,                  4982300.00,168000, ,        99.75,        27.55
N,SM,IEML,INDIAN EMULSIFIERS LTD,       102.50,       102.00,       109.90,        96.30,       104.15,                 21859675.00,208500, ,       288.00,        94.00
N,SM,IPHL,INDIAN PHOSPHATE LIMITED,        71.40,        70.05,        70.85,        68.70,        69.00,                   418380.00,6000, ,        84.95,        42.40
N,SM,INFINIUM,INFINIUM PHARMACHEM LTD,       229.00,       239.50,       239.50,       221.90,       234.95,                  1146400.00,5000, ,       337.00,       213.90
N,ST,INFLUX,INFLUX HEALTHTECH LIMITED,       213.30,       202.75,       211.00,       202.65,       206.65,                 10823550.00,52800, ,       240.65,       120.00
N,SM,INFOLLION,INFOLLION RESEARCH SER L,       377.50,       385.30,       387.00,       376.30,       376.30,                   766060.00,2000, ,       575.00,       341.00
N,SM,INNOMET,INNOMET ADVANCED MATERI L,       110.10,       110.00,       112.00,       107.00,       107.55,                  1306710.00,12000, ,       216.00,       100.00
N,ST,ITTL,INNOVATIVE TYRE & TUBE LT,       119.90,       122.25,       122.25,       122.25,       122.25,                   231052.50,1890, ,       152.40,        18.60
N,SM,INSPIRE,INSPIRE FILMS LIMITED,        13.00,        11.60,        12.60,        11.60,        12.60,                   172400.00,14000, ,        32.00,        11.60
N,SM,IPSL,INTEGRATED PERSO SER LTD,       309.00,       280.00,       280.40,       279.95,       280.00,                   840375.00,3000, ,       398.00,       240.05
N,SM,INTEGRITY,INTEGRITY INFRABUILD DE L,       120.95,       121.00,       145.10,       113.00,       143.65,                 11502900.00,84000, ,       145.10,        81.70
N,SM,ISHAN,ISHAN INTERNATIONAL LTD,         0.80,         0.80,         0.80,         0.80,         0.80,                    38400.00,48000, ,         2.45,         0.80
N,ST,IWARE,IWARE SUPPLYCHAIN SER LTD,       217.20,       221.00,       228.05,       218.00,       228.05,                  7047600.00,31200, ,       228.05,        70.05
N,ST,JAINIK,JAINIK POWER CABLES LTD,       141.80,       136.10,       141.45,       134.75,       134.80,                  5225340.00,38400, ,       153.10,        60.60
N,SM,JALAN,JALAN TRANSOLU. INDIA LTD,         3.10,         3.10,         3.10,         3.10,         3.10,                     9300.00,3000, ,        14.60,         3.00
N,SM,JAYBEE,JAY BEE LAMINATIONS LTD,       131.40,       134.80,       134.80,       128.95,       133.05,                  3984475.00,30500, ,       456.00,       128.15
N,ST,KORE,JAY JALARAM TECHNO LTD,       169.20,       168.00,       168.00,       160.75,       163.05,                   577962.50,3500, ,       420.80,       110.20
N,SM,JAYESH,JAYESH LOGISTICS LIMITED,       140.50,       145.00,       156.00,       143.00,       150.85,                 29003600.00,195000, ,       156.00,       106.35
