MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,MAKS,MAKS ENERGY SOL INDIA LTD,        33.00,        33.00,        33.00,        33.00,        33.00,                    49500.00,1500, ,        56.95,        25.50
N,SM,MAL,MANGALAM ALLOYS LIMITED,        52.90,        51.90,        58.10,        48.00,        50.25,                  1575440.00,30400, ,        80.20,        26.25
N,SM,MANAV,MANAV INFRA PROJECTS LTD,        18.90,        19.80,        19.80,        19.80,        19.80,                   237600.00,12000, ,        24.45,        10.50
N,SM,MANDEEP,MANDEEP AUTO INDUSTRIES L,        29.60,        28.35,        28.55,        28.15,        28.35,                   396100.00,14000, ,        47.95,        17.80
N,SM,MASTER,MASTER COMPONENTS LIMITED,       350.00,       340.00,       346.50,       340.00,       346.50,                   516500.00,1500, ,       425.00,       250.00
N,SM,MAXPOSURE,MAXPOSURE LIMITED,        54.40,        54.55,        55.05,        52.00,        52.75,                  1174000.00,22000, ,       125.00,        49.60
N,SM,MAXVOLT,MAXVOLT ENERGY INDUS L,       272.15,       267.00,       275.00,       260.35,       270.25,                 15564400.00,57600, ,       278.40,       145.05
N,SM,MAYASHEEL,MAYASHEEL VENTURES LTD,        57.10,        59.60,        59.60,        58.00,        58.00,                   528300.00,9000, ,        66.00,        46.00
N,SM,MCON,MCON RASAYAN INDIA LTD,        67.60,        67.60,        67.60,        67.60,        67.60,                   473200.00,7000, ,       229.90,        59.50
N,SM,MEDIORG,MEDICAMEN ORGANICS LTD,        31.65,        31.70,        31.70,        31.70,        31.70,                    63400.00,2000, ,        66.90,        19.60
N,SM,MEDISTEP,MEDISTEP HEALTHCARE LTD,        30.60,        30.60,        31.90,        29.80,        30.80,                  1206750.00,39000, ,        53.00,        29.50
N,SM,MEGATHERM,MEGATHERM INDUCTION LTD,       283.45,       283.05,       284.30,       275.20,       278.35,                  5371760.00,19200, ,       387.00,       255.00
N,SM,MHHL,MOHINI HEALTH&HYGIENE LTD,        52.90,        50.50,        53.95,        50.30,        52.20,                   548025.00,10500, ,        86.90,        46.00
N,SM,MICROPRO,MICROPRO SOFTWARE SOL L,        22.95,        24.55,        24.55,        24.55,        24.55,                    39280.00,1600, ,        42.45,        18.05
N,SM,MMEL,MOVING MEDIA ENTER LTD,        66.85,        66.85,        68.50,        66.00,        66.50,                  2288000.00,34000, ,        84.45,        65.20
N,SM,MOS,MOS UTILITY LIMITED,        46.40,        46.95,        47.50,        38.15,        41.80,                 42822800.00,1022000, ,       353.90,        38.15
N,SM,MRIL,MAHENDRA REALTO & INFRA L,        53.00,        53.05,        53.10,        53.00,        53.00,                   254640.00,4800, ,        69.70,        50.00
N,SM,NAMAN,NAMAN IN-STORE (INDIA) L,        83.75,        83.75,        83.75,        83.50,        83.75,                   468800.00,5600, ,       205.40,        55.75
N,SM,NAMOEWASTE,NAMO EWASTE MANAGEMENT L,       198.15,       207.90,       222.80,       199.00,       200.05,                 73017320.00,347200, ,       284.00,       127.00
N,SM,NEPTUNE,NEPTUNE PETROCHEMICALS L,       171.00,       170.00,       173.00,       162.05,       173.00,                  2335650.00,14000, ,       186.00,       126.30
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,        18.80,        19.45,        19.45,        18.25,        18.25,                   169350.00,9000, ,        35.00,        16.05
N,SM,NIKITA,NIKITA PAPERS LIMITED,       110.90,       117.85,       117.85,       110.10,       110.10,                   940680.00,8400, ,       133.30,        77.15
N,SM,NIRMAN,NIRMAN AGRI GENTICS LTD,       188.20,       178.80,       193.00,       178.80,       178.80,                 42133395.00,233400, ,       456.00,       130.10
N,SM,NMSTEEL,NEWMALAYALAM STEEL LTD,        31.00,        31.00,        31.95,        31.00,        31.95,                   100720.00,3200, ,        90.00,        23.35
N,SM,NRVANDANA,N R VANDANA TEX IND LTD,        55.00,        56.95,        61.00,        55.00,        56.85,                  5043000.00,90000, ,        61.00,        37.05
N,SM,OBSCP,OBSC PERFECTION LIMITED,       285.15,       286.00,       299.40,       286.00,       297.25,                 18931560.00,63600, ,       355.25,       110.00
N,SM,OLIL,ONECLICK LOGISTICS IND L,       279.00,       282.00,       282.00,       265.00,       276.80,                 11189100.00,40800, ,       282.00,        72.50
N,SM,OMFURN,OMFURN INDIA LIMITED,       125.80,       122.00,       124.40,       122.00,       124.40,                   442080.00,3600, ,       138.50,        58.05
N,SM,ONDOOR,ON DOOR CONCEPTS LIMITED,       142.00,       149.00,       149.00,       144.70,       145.00,                 21398175.00,147600, ,       463.95,       120.85
N,SM,ONYX,ONYX BIOTEC LIMITED,        42.40,        42.75,        43.00,        42.75,        43.00,                   171500.00,4000, ,        97.45,        41.30
N,SM,OPTIVALUE,OPTIVALUE TEK CONSULT LTD,        97.65,        97.30,        98.00,        93.00,        98.00,                  3970720.00,41600, ,       107.55,        93.00
N,SM,ORIANA,ORIANA POWER LIMITED,      2518.70,      2644.60,      2644.60,      2600.00,      2644.60,                458699358.75,173775, ,      2797.00,      1000.00
N,SM,OWAIS,OWAIS METAL & MINERAL,       434.45,       434.45,       434.45,       415.00,       422.60,                  6260835.00,14800, ,      1530.00,       400.00
N,SM,PARAGON,PARAGON FINE S.C. LTD.,        53.20,        53.20,        53.20,        53.00,        53.00,                   382080.00,7200, ,       173.95,        52.00
N,SM,PARAMATRIX,PARAMATRIX TECHNOLOGIES L,        83.50,        85.00,        85.00,        85.00,        85.00,                   102000.00,1200, ,       112.40,        63.60
N,SM,PARAMOUNT,PARAMOUNT DYE TEC LIMITED,        58.00,        58.90,        58.90,        58.80,        58.90,                   423960.00,7200, ,       109.90,        46.25
N,SM,PARIN,PARIN ENTERPRISES LIMITED,       528.30,       530.00,       549.00,       523.95,       547.00,                  6096475.00,11500, ,       549.00,       301.00
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,        74.50,        71.00,        72.15,        71.00,        72.10,                   430350.00,6000, ,       140.00,        65.15
N,SM,PATILAUTOM,PATIL AUTOMATION LIMITED,       182.25,       175.00,       178.95,       170.25,       172.80,                 15611400.00,90000, ,       268.90,       155.00
N,SM,PCCL,PETRO CARBON AND CHEMI L,       173.95,       175.00,       180.00,       168.95,       171.50,                  9460820.00,55200, ,       273.60,       150.00
N,SM,PELATRO,PELATRO LIMITED,       391.05,       390.00,       390.00,       380.10,       380.10,                   805080.00,2100, ,       559.90,       263.00
N,SM,PENTAGON,PENTAGON RUBBER LIMITED,        71.90,        73.90,        78.00,        73.00,        76.50,                  6578700.00,86000, ,       114.80,        50.55
N,SZ,PERFECT,PERFECT INFRAENGINEER LTD,         5.50,         5.25,         5.25,         5.25,         5.25,                    15750.00,3000, ,        29.70,         4.40
N,SM,PHOGLOBAL,PHOENIX OVERSEAS LIMITED,        21.75,        21.40,        21.50,        21.40,        21.50,                    85800.00,4000, ,        57.80,        16.75
N,SM,POSITRON,POSITRON ENERGY LIMITED,       328.55,       337.90,       337.90,       322.00,       322.15,                  1173600.00,3600, ,       437.00,       225.00
N,SM,PRAMARA,PRAMARA PROMOTIONS LTD,       276.70,       281.75,       281.75,       276.05,       276.20,                  6926300.00,25000, ,       287.00,       101.05
N,SM,PRATHAM,PRATHAM EPC PROJECTS LTD,       137.05,       138.30,       139.85,       137.05,       137.05,                   662380.00,4800, ,       262.35,       135.00
N,SM,PRECISION,PRECISION METALIKS LTD,        19.20,        18.80,        18.80,        18.80,        18.80,                    37600.00,2000, ,        66.95,        17.50
N,SM,PRESSTONIC,PRESSTONIC ENGINEERING L,        80.00,        79.00,        81.00,        78.50,        79.80,                   318520.00,4000, ,       143.00,        78.00
N,SM,PRITIKA,PRITIKA ENG COMPO LTD,        90.25,        91.70,        91.90,        89.00,        91.35,                  5988400.00,66000, ,       210.00,        66.50
N,SM,PRLIND,PREMIER ROADLINES LIMITED,        82.30,        83.50,        87.00,        83.10,        86.70,                  1714400.00,20000, ,       139.00,        78.20
N,SM,PROFX,PRO FX TECH LIMITED,        92.85,        91.90,        93.50,        84.00,        84.00,                 12956640.00,147200, ,       136.90,        84.00
N,SM,PROLIFE,PROLIFE INDUSTRIES LTD,       125.40,       119.30,       119.30,       119.30,       119.30,                    59650.00,500, ,       361.00,       106.80
N,SM,PROPEQUITY,P. E. ANALYTICS LIMITED,       210.00,       200.00,       204.00,       200.00,       204.00,                   242400.00,1200, ,       321.45,       165.10
N,SM,PROV,PROVENTUS AGROCOM LIMITED,      1200.00,      1200.00,      1200.00,      1175.00,      1175.00,                  1245996.00,1040, ,      1784.00,       815.10
N,SM,PSFL,PARAMOUNT SPECIALI FORG L,        36.30,        36.30,        36.30,        36.20,        36.20,                   290100.00,8000, ,        84.50,        35.50
N,SM,PSRAJ,P S RAJ STEELS LIMITED,       241.95,       245.00,       248.00,       241.50,       245.35,                  6119400.00,25000, ,       248.00,       122.85
N,SM,PULZ,PULZ ELECTRONICS LIMITED,        39.00,        39.50,        39.50,        39.20,        39.20,                   235800.00,6000, ,       205.95,        37.55
N,SM,PUSHPA,PUSHPA JEWELLERS LIMITED,       133.80,       130.00,       135.80,       129.20,       134.05,                  9622100.00,72000, ,       148.00,       106.40
N,SM,QMSMEDI,QMS MEDICAL ALLIED S LTD,       100.45,       101.00,       101.00,        98.00,        98.10,                  1791100.00,18000, ,       124.85,        72.35
N,SM,QUESTLAB,QUEST LABORATORIES LTD,        94.05,        94.50,        95.00,        92.00,        95.00,                  2141100.00,22800, ,       160.00,        75.15
N,SM,QVCEL,QVC EXPORTS LIMITED,        30.00,        30.05,        30.05,        30.05,        30.05,                   144240.00,4800, ,        59.30,        22.20
N,SM,RAJINDLTD,RAJPUTANA INDUSTRIES LTD,        79.20,        78.00,        79.50,        75.70,        78.00,                   816300.00,10500, ,       101.90,        71.00
N,SM,RAJPUTANA,RAJPUTANA BIODIESEL LTD,       278.00,       281.00,       281.00,       275.40,       277.05,                  1939125.00,7000, ,       383.85,       173.15
N,SM,RAPPID,RAPPID VALVES (INDIA) LTD,       309.45,       315.00,       331.80,       307.00,       329.40,                 12905970.00,40200, ,       430.00,       215.20
N,SM,RBMINFRA,RBM INFRACON LIMITED,       468.45,       463.75,       471.30,       455.00,       458.50,                  3234200.00,7000, ,      1049.00,       249.85
N,SM,RBS,RAMDEVBABA SOLVENT LTD,       123.50,       124.50,       126.20,       122.00,       122.30,                  2573760.00,20800, ,       150.50,        91.50
N,SM,REFRACTORY,REFRACTORY SHAPES LIMITED,        48.45,        46.05,        46.05,        46.05,        46.05,                   874950.00,19000, ,       136.45,        46.05
N,SM,REMUS,REMUS PHARMACEUTICALS L,       734.40,       735.00,       735.00,       700.00,       719.45,                  4414935.00,6200, ,      2771.00,       700.00
N,SM,REXPRO,REXPRO ENTERPRISES LTD,        78.75,        79.75,        79.75,        79.75,        79.75,                    79750.00,1000, ,       120.00,        70.05
N,SM,RICHA,RICHA INFO SYSTEMS LTD,        61.65,        58.60,        58.60,        58.60,        58.60,                   117200.00,2000, ,       102.05,        50.00
N,SM,RILINFRA,RACHANA INFRA LTD,        34.20,        34.15,        34.85,        33.60,        34.45,                   171645.00,5000, ,        58.85,        25.55
N,SM,RITEZONE,RITE ZONE CHEMCON IND LTD,        25.00,        23.30,        23.30,        23.30,        23.30,                    37280.00,1600, ,        64.00,        19.85
N,SM,RNFI,RNFI SERVICES LIMITED,       360.20,       360.20,       362.00,       340.05,       343.45,                  9455460.00,27000, ,       404.00,       109.80
N,SM,RNPL,RENOL POLYCHEM LIMITED,        76.90,        75.00,        76.00,        73.20,        76.00,                  1855740.00,25200, ,       105.00,        69.00
N,SM,ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,       205.00,       195.75,       202.00,       195.75,       202.00,                   551937.50,2750, ,       650.00,       160.55
N,SM,ROXHITECH,ROX HI TECH LIMITED,        47.00,        45.50,        46.50,        45.50,        45.50,                   440800.00,9600, ,       128.50,        35.05
N,SM,ROYALARC,ROYAL ARC ELECTRODES LTD,       169.90,       169.90,       169.90,       169.90,       169.90,                   203880.00,1200, ,       187.80,       114.25
N,SM,RTL,RAMA TELECOM LIMITED,        66.00,        62.80,        63.05,        62.80,        63.05,                   251700.00,4000, ,        75.00,        58.55
N,SM,RULKA,RULKA ELECTRICALS LIMITED,       120.20,       120.20,       124.90,       115.40,       116.85,                   858210.00,7200, ,       449.90,       113.95
N,SM,SACHEEROME,SACHEEROME LIMITED,       209.55,       200.05,       210.00,       200.00,       210.00,                  7831020.00,38400, ,       247.00,       140.50
N,SM,SADHAV,SADHAV SHIPPING LIMITED,       114.05,       112.50,       112.75,       107.10,       112.60,                  3131850.00,28200, ,       190.00,        76.95
N,SM,SAFEENTP,SAFE ENTER RETAIL FIX LTD,       190.20,       192.40,       194.00,       180.00,       183.90,                 16152300.00,87000, ,       249.25,       151.00
N,SM,SAHAJSOLAR,SAHAJ SOLAR LIMITED,       235.95,       236.10,       236.10,       228.00,       233.90,                  3525520.00,15200, ,       644.50,       194.00
N,SM,SAHANA,SAHANA SYSTEM LIMITED,      1110.05,      1110.05,      1118.95,      1052.00,      1075.90,                 34936762.50,32125, ,      2135.00,       990.85
N,SM,SAHASRA,SAHASRA ELECTRONIC SOLU L,       296.40,       297.00,       304.00,       290.90,       293.20,                  5908860.00,20000, ,      1013.00,       227.50
N,SM,SAIFL,SAMEERA AGRO AND INFRA L,        15.90,        15.20,        16.65,        15.20,        16.40,                  3399400.00,212000, ,       113.65,        14.45
N,SM,SAJHOTELS,SAJ HOTELS LIMITED,        72.65,        72.75,        72.85,        72.70,        72.70,                   727800.00,10000, ,        86.50,        40.10
N,SM,SAMAY,SAMAY PROJECT SERVICES L,        33.70,        34.95,        35.00,        34.50,        34.60,                   833200.00,24000, ,        37.50,        28.80
N,SM,SARTELE,SAR TELEVENTURE LIMITED,       187.15,       187.00,       188.00,       176.40,       179.50,                  5910400.00,32500, ,       375.00,       169.95
N,SM,SATECH,S A TECH SOFTWARE INDIA L,        54.00,        56.00,        56.00,        54.40,        54.40,                   552250.00,10000, ,       165.90,        45.00
N,SM,SATIPOLY,SATI POLY PLAST LIMITED,        66.85,        68.00,        68.00,        64.05,        64.05,                   132050.00,2000, ,       268.70,        60.15
N,SM,SATKARTAR,SAT KARTAR SHOPPING LTD,       149.10,       150.00,       155.00,       147.50,       155.00,                  2401920.00,16000, ,       241.95,       130.20
N,SM,SATTVAENGG,SATTVA ENGINEERING CSTN L,       102.10,       102.95,       102.95,        99.90,       100.05,                  4026320.00,40000, ,       118.90,        94.00
N,SM,SAVY,SAVY INFRA AND LOGI LTD,       135.45,       133.00,       135.00,       133.00,       135.00,                   640800.00,4800, ,       152.00,       121.00
N,SM,SAWALIYA,SAWALIYA FOOD PRODUCTS L,       226.35,       230.00,       232.90,       225.00,       229.65,                 31121460.00,135600, ,       301.00,       216.60
N,SM,SCML,SHARP CHUCKS N MACHINES L,       113.85,       115.00,       116.15,       107.00,       110.90,                  7294350.00,66000, ,       148.00,        68.05
N,SM,SDREAMS,S D RETAIL LIMITED,       121.20,       121.05,       121.30,       120.05,       121.00,                   483400.00,4000, ,       215.00,        86.35
N,SM,SELLOWRAP,SELLOWRAP INDUSTRIES LTD,        96.50,        98.00,        98.00,        97.45,        97.50,                  1721280.00,17600, ,       139.65,        85.05
N,SM,SERVICE,SERVICE CARE LIMITED,        47.65,        47.00,        47.00,        47.00,        47.00,                    94000.00,2000, ,       101.00,        46.00
N,SM,SFML,SUPREME FACILITY MGMT LTD,        40.25,        40.20,        40.95,        40.00,        40.95,                   577840.00,14400, ,        75.00,        27.40
N,SM,SHEETAL,SHEETAL UNIVERSAL LIMITED,       140.05,       140.00,       142.40,       136.00,       142.25,                  3952500.00,28000, ,       143.75,        59.15
N,SM,SHIGAN,SHIGAN QUANTUM TECH LTD,        71.00,        70.00,        70.00,        64.35,        68.95,                   713775.00,10500, ,       139.00,        61.50
N,SM,SHIVASHRIT,SHIVASHRIT FOODS LIMITED,       128.60,       130.50,       131.30,       124.00,       128.00,                  2428900.00,19000, ,       148.50,       123.15
N,SM,SHKSIL,SHRI HARE-KRI SPO IRON L,        61.85,        65.95,        65.95,        60.00,        61.40,                  3931400.00,64000, ,        84.00,        54.05
N,SM,SHREEKARNI,SHREE KARNI FABCOM LTD,       594.00,       580.00,       712.00,       540.00,       677.55,                 16081732.50,24450, ,       852.90,       480.00
N,SM,SHREEOSFM,SHREE OSFM E-MOBILITY LTD,       117.45,       117.90,       118.00,       114.00,       114.90,                   697150.00,6000, ,       188.00,        82.70
N,SM,SHRITECH,SHRI TECHTEX LIMITED,        70.70,        67.70,        67.75,        67.60,        67.60,                   541500.00,8000, ,        95.50,        56.00
N,SM,SHUBHSHREE,SHUBHSHREE BIOFUELS ENE L,       445.70,       445.00,       445.00,       445.00,       445.00,                   267000.00,600, ,       494.95,       200.00
N,SM,SIDDHIKA,SIDDHIKA COATINGS LIMITED,       197.00,       197.00,       197.00,       197.00,       197.00,                   197000.00,1000, ,       219.20,       118.80
N,SM,SILKY,SILKY OVERSEAS LIMITED,       115.00,       115.00,       118.00,       115.00,       117.00,                   374400.00,3200, ,       171.00,       103.00
N,SM,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,       380.00,       379.90,       388.95,       375.25,       385.35,                 15156875.00,39750, ,       725.00,       350.05
N,SM,SKP,SKP BEARING INDUSTRI. LTD,       226.00,       225.00,       225.00,       219.05,       224.75,                  3028975.00,13500, ,       264.95,       190.00
N,SM,SLONE,SLONE INFOSYSTEMS LIMITED,       290.00,       275.50,       299.95,       275.50,       299.95,                  1792520.00,6400, ,       476.00,       149.50
N,SM,SMARTEN,SMARTEN POWER SYSTEMS LTD,        93.65,        94.55,        96.80,        92.00,        96.80,                  2030760.00,21600, ,       157.95,        80.75
N,SM,SNEHAA,SNEHAA ORGANICS LIMITED,        88.85,        90.00,        93.50,        89.50,        93.30,                  1541550.00,17000, ,       122.00,        81.05
N,SM,SOLEX,SOLEX ENERGY LIMITED,      1676.40,      1643.00,      1738.80,      1643.00,      1680.65,                 43826681.25,25875, ,      1786.70,       630.90
N,SM,SONAMAC,SONA MACHINERY LIMITED,        76.90,        76.90,        78.50,        74.00,        76.50,                   762750.00,10000, ,       185.70,        67.00
N,SM,SONUINFRA,SONU INFRATECH LIMITED,       103.50,       102.00,       102.00,       102.00,       102.00,                   153000.00,1500, ,       145.00,        48.95
N,SM,SOTAC,SOTAC PHARMACEUTICALS LTD,       113.75,       108.10,       108.10,       108.10,       108.10,                   129720.00,1200, ,       152.35,        88.05
N,SM,SPCL,SHIVALIC POWER CONTROL L,       100.50,       103.30,       103.90,        96.80,       101.00,                  3900330.00,39000, ,       279.00,        93.00
N,SM,SPECTSTM,SPECTRUM TALENT MGMT LTD,       102.70,        98.05,        98.05,        97.60,        97.60,                 38494160.00,394400, ,       216.00,        97.10
N,SM,SPUNWEB,SPUNWEB NONWOVEN LIMITED,       151.00,       151.00,       152.00,       150.00,       151.95,                  1633500.00,10800, ,       173.55,       130.50
N,SM,SRIVASAVI,SRIVASAVI ADHESIVE TAPE L,        59.05,        60.50,        61.80,        59.10,        59.10,                   181400.00,3000, ,       138.00,        55.00
N,SM,SSEGL,SATHLOKHAR SYN E&C GLOB L,       468.90,       485.00,       485.00,       472.50,       475.80,                 18269230.00,38200, ,       570.00,       312.00
N,SM,SSFL,SRIVARI SPICES N FOODS L,       155.95,       150.05,       156.95,       148.00,       149.00,                   302500.00,2000, ,       368.90,       138.00
N,SM,STUDIOLSD,STUDIO LSD LIMITED,        20.00,        20.20,        20.40,        18.65,        18.95,                  5245600.00,274000, ,        43.20,        18.65
N,SM,SUNLITE,SUNLITE RECYCLING IND LTD,       170.35,       172.35,       174.95,       172.35,       174.95,                   416760.00,2400, ,       197.00,        91.00
N,SM,SUNTECH,SUNTECH INFRA SOLUTIONS L,        54.50,        56.80,        56.80,        55.80,        55.90,                   449600.00,8000, ,       110.00,        54.50
N,SM,SUPREMEPWR,SUPREME POWER EQUIPMENT L,       203.90,       203.00,       207.90,       198.05,       200.40,                 12691175.00,63000, ,       266.90,       100.00
N,SM,SURANI,SURANI STEEL TUBES LTD.,        87.00,        83.00,        84.85,        79.95,        82.50,                  1095760.00,13400, ,       318.90,        75.10
N,SM,SWARAJ,SWARAJ SUITING LIMITED,       164.00,       170.00,       170.00,       163.00,       163.00,                  1819450.00,11000, ,       312.25,       138.50
N,SM,SWASTIK,SWASTIK PIPE LIMITED,        30.10,        30.90,        30.90,        30.00,        30.00,                    73080.00,2400, ,        71.05,        29.85
N,SM,SYNOPTICS,SYNOPTICS TECHNOLOGIES L,       108.05,       103.05,       104.00,       103.05,       104.00,                   124230.00,1200, ,       129.90,        51.50
N,SM,SYSTANGO,SYSTANGO TECHNOLOGIES LTD,       222.50,       228.70,       228.70,       221.00,       222.50,                  1694420.00,7600, ,       301.30,       192.25
N,SM,TAURIAN,TAURIAN MPS LIMITED,       316.75,       310.00,       313.00,       285.05,       296.70,                 57518200.00,192000, ,       339.70,       210.00
N,SM,TBI,TBI CORN LIMITED,        90.00,        91.80,        93.00,        85.55,        90.00,                  3295560.00,37200, ,       222.50,        75.20
N,SM,TCL,THAAI CASTING LIMITED,       118.60,       124.85,       124.95,       119.10,       123.35,                  2864000.00,23200, ,       188.00,        77.15
N,SM,TECHERA,TECHERA ENGINEER (IND) L,       256.00,       268.80,       268.80,       246.50,       261.60,                260474120.00,972000, ,       268.80,       115.60
N,SM,TECHLABS,TRIDENT TECHLABS LIMITED,       498.45,       496.50,       509.00,       490.05,       499.00,                  3993800.00,8000, ,      1670.00,       401.05
N,SM,TGL,TEERTH GOPICON LIMITED,        57.10,        55.05,        57.90,        54.25,        54.25,                  2875940.00,52600, ,       660.00,        47.20
N,SM,THESL,THINKING HATS ENTER SOL L,        35.75,        37.50,        37.50,        35.00,        37.50,                  3679050.00,99000, ,        61.00,        25.70
N,SM,TIRUPATI,SHREE TIRUPATI BALAJEE,       599.45,       599.85,       629.40,       570.10,       590.50,                   296418.75,500, ,       999.85,       452.95
N,SM,TRANSTEEL,TRANSTEEL SEATING TECH L,       124.65,       123.15,       133.85,       122.10,       130.30,                  6096000.00,48000, ,       147.10,        42.00
N,SM,TRANSWIND,TRANSWIND INFRA LIMITED,        14.70,        15.40,        15.40,        15.40,        15.40,                    61600.00,4000, ,        28.40,        12.70
N,SM,TROM,TROM INDUSTRIES LIMITED,        95.00,        95.00,        95.00,        93.00,        93.30,                   561660.00,6000, ,       280.00,        90.55
N,SM,TRUST,TRUST FINTECH LIMITED,        46.95,        47.30,        50.00,        47.30,        48.95,                  1141050.00,23400, ,       220.80,        42.70
N,SM,TSC,TSC INDIA LIMITED,        64.50,        64.50,        64.50,        61.60,        61.60,                   888000.00,14000, ,        79.30,        58.65
N,SM,TUNWAL,TUNWAL E-MOTORS LIMITED,        30.70,        30.50,        33.40,        30.30,        32.90,                  9972400.00,312000, ,        52.40,        27.25
N,SM,UHTL,UNITED HEAT TRANSFER LTD,        74.00,        73.00,        73.00,        72.10,        72.10,                  1165100.00,16000, ,       128.70,        51.50
N,SM,UMA,UMA CONVERTER LIMITED,        24.00,        23.50,        23.50,        22.55,        23.00,                   460400.00,20000, ,        45.05,        22.55
N,SM,UNIHEALTH,UNIHEALTH HOSPITALS LTD,       163.80,       164.00,       164.00,       158.70,       161.50,                  1448800.00,9000, ,       191.00,       120.00
N,SM,UNILEX,UNILEX COLOURS AND CHEM L,        46.00,        46.00,        47.00,        46.00,        46.00,                   516800.00,11200, ,        89.00,        40.00
N,SM,URBAN,URBAN ENVIRO WASTE MGMT L,       160.25,       160.00,       165.00,       156.85,       162.50,                  3233640.00,20000, ,       695.15,       136.05
N,SM,USHAFIN,USHA FINANCIAL SERVICES L,        48.50,        47.70,        47.70,        45.30,        45.30,                   446560.00,9600, ,       168.00,        41.55
N,SM,UTSSAV,UTSSAV CZ GOLD JEWELS LTD,       180.65,       178.10,       178.45,       171.00,       175.05,                  4514220.00,25800, ,       315.25,       145.05
N,SM,VEEKAYEM,VEEKAYEM FASH & APP LTD,       277.35,       285.00,       288.85,       285.00,       288.85,                   431350.00,1500, ,       337.95,       212.60
N,SM,VELS,VELS FILM INTERNATIONAL L,        39.75,        41.70,        41.70,        41.70,        41.70,                    50040.00,1200, ,        94.50,        35.15
N,SM,VGINFOTECH,VIRTUAL GALAXY INFOTECH L,       177.40,       176.50,       179.55,       174.00,       176.85,                  6522950.00,37000, ,       208.00,       146.00
N,SM,VIESL,VISION INFRA EQUIP SOL L,       217.00,       217.00,       217.00,       212.50,       213.50,                  2406800.00,11200, ,       249.90,       111.95
N,SM,VIGOR,VIGOR PLAST INDIA LIMITED,        86.75,        84.50,        85.85,        83.50,        85.00,                  2032160.00,24000, ,        98.00,        82.50
N,SM,VILAS,VILAS TRANSCORE LIMITED,       510.55,       519.00,       519.00,       507.05,       507.40,                  7031112.50,13750, ,       673.70,       291.00
N,SM,VINSYS,VINSYS IT SERVICES IND LT,       435.80,       425.65,       431.00,       417.00,       417.00,                  3606375.00,8500, ,       475.00,       300.00
N,SM,VINYAS,VINYAS INNOVATIVE TECH L,      1239.80,      1202.00,      1217.30,      1192.25,      1201.65,                  4828810.00,4000, ,      1440.00,       575.80
N,SM,VISHNUINFR,VISHNUSURYA PROJ N INFR L,       171.00,       171.00,       171.00,       167.00,       168.00,                  1015025.00,6000, ,       391.00,       155.05
N,SM,VISHWAS,VISHWAS AGRI SEEDS LTD,        60.00,        58.10,        59.00,        58.10,        59.00,                   187360.00,3200, ,        91.90,        56.70
N,SM,VITAL,VITAL CHEMTECH LIMITED,        58.40,        59.60,        60.50,        59.00,        60.00,                  1003740.00,16800, ,        80.90,        48.10
N,SM,VIVIANA,VIVIANA POWER TECH LTD,      1645.55,      1700.00,      1700.00,      1600.00,      1607.35,                 11215768.75,6875, ,      1714.95,       598.00
N,SM,VLINFRA,V.L.INFRAPROJECTS LIMITED,        34.00,        34.00,        35.35,        33.05,        35.00,                  2086275.00,60000, ,        76.90,        32.10
N,SM,VMARCIND,V MARC INDIA LIMITED,       446.00,       453.00,       453.00,       424.25,       427.00,                  8073662.50,18500, ,       513.00,       200.30
N,SM,VR,V R INFRASPACE LIMITED,       190.00,       185.00,       208.00,       185.00,       204.00,                   315200.00,1600, ,       349.10,       164.00
N,SM,WALPAR,WALPAR NUTRITIONS LIMITED,        38.85,        40.70,        40.70,        39.85,        39.85,                   242400.00,6000, ,        53.30,        37.85
N,SM,WINSOL,WINSOL ENGINEERS LIMITED,       188.30,       192.50,       192.50,       186.05,       187.10,                   602340.00,3200, ,       336.00,       155.00
N,SM,WOL3D,WOL 3D INDIA LIMITED,       131.00,       130.00,       130.00,       127.50,       128.00,                   770000.00,6000, ,       189.05,        97.00
N,SM,WOMANCART,WOMANCART LIMITED,       232.10,       236.00,       250.00,       224.10,       227.90,                  2674940.00,11600, ,       437.15,       211.15
N,SM,YCCL,YASONS CHEMEX CARE LTD,        12.50,        12.00,        12.00,        12.00,        12.00,                   108000.00,9000, ,        23.90,        11.80
N,SM,YUDIZ,YUDIZ SOLUTIONS LIMITED,        29.45,        29.65,        30.90,        29.65,        30.90,                    96880.00,3200, ,        88.45,        27.40
N,SM,ZEAL,ZEAL GLOBAL SERVICES LTD,       115.00,       115.00,       115.00,       110.00,       112.00,                   400500.00,3600, ,       210.00,       103.00
N,SM,ZENITHDRUG,ZENITH DRUGS LIMITED,        62.35,        60.55,        73.45,        59.85,        66.60,                  1958000.00,30400, ,       141.00,        47.15
N,SM,ZTECH,Z-TECH (INDIA) LIMITED,       598.05,       595.00,       600.40,       584.00,       596.45,                 15847125.00,26700, ,       731.15,       326.40
