Sectoral Index,Symbol,Spot,M_o_M%,Future Price,Basis,Rollover%,Avg. Roll Over,Rollover cost,Avg. Rollover Cost,Diff Rollover%,Diff Rollover Cost
NIFTY Financial Services,SBICARD,876.95,9.13,865.25,-11.70,96.78,91.36,-1.41,-0.04,5.41,-1.38
NIFTY Financial Services,SBILIFE,1790.60,-1.44,1802.00,11.40,97.88,85.70,0.44,0.66,12.19,-0.23
NIFTY Financial Services,SHRIRAMFIN,616.10,7.78,620.60,4.50,98.51,95.66,0.61,0.55,2.86,0.06
NIFTY Healthcare,APOLLOHOSP,7409.00,-4.13,7463.00,54.00,94.23,90.24,0.61,0.56,3.99,0.05
NIFTY Healthcare,FORTIS,969.80,6.41,973.65,3.85,97.77,91.40,0.63,0.50,6.37,0.14
NIFTY Healthcare,MAXHEALTH,1114.70,-3.92,1122.30,7.60,97.65,94.00,0.55,0.58,3.65,-0.04
NIFTY Healthcare,SYNGENE,622.85,-1.01,627.00,4.15,96.61,93.78,0.57,0.62,2.82,-0.05
NIFTY IT,CAMS,3758.60,2.76,3783.80,25.20,95.43,86.35,0.65,-0.76,9.08,1.42
NIFTY IT,COFORGE,1591.00,-8.42,1597.50,6.50,96.23,89.29,0.58,0.40,6.94,0.19
NIFTY IT,CYIENT,1146.20,-2.58,1150.70,4.50,87.38,91.21,0.51,0.18,-3.84,0.34
NIFTY IT,HCLTECH,1385.10,-4.46,1382.60,-2.50,95.49,88.27,-0.27,0.13,7.22,-0.40
NIFTY IT,INFY,1441.80,-3.89,1441.50,-0.30,91.36,93.79,-0.02,0.32,-2.43,-0.34
NIFTY IT,KPITTECH,1097.70,-7.32,1099.20,1.50,77.15,88.52,-0.17,0.36,-11.37,-0.53
NIFTY IT,LTIM,5157.50,0.67,5042.00,-115.50,96.73,90.20,-2.22,0.34,6.52,-2.56
NIFTY IT,MPHASIS,2654.80,-6.25,2671.50,16.70,92.77,90.28,0.58,0.49,2.49,0.10
NIFTY IT,OFSS,8403.00,0.39,8435.00,32.00,91.08,87.84,0.64,0.55,3.24,0.09
NIFTY IT,PERSISTENT,4822.50,-9.24,4850.00,27.50,92.20,87.26,0.57,0.58,4.95,-0.00
NIFTY IT,TATAELXSI,5227.00,-2.08,5205.50,-21.50,91.13,90.47,-0.18,-1.50,0.66,1.32
NIFTY IT,TCS,2888.40,-6.64,2897.20,8.80,93.60,92.25,0.28,0.37,1.35,-0.10
NIFTY IT,TECHM,1400.30,-6.37,1407.80,7.50,89.41,89.82,0.37,0.64,-0.41,-0.26
NIFTY IT,WIPRO,239.37,-4.50,238.37,-1.00,96.53,89.41,-0.45,-0.08,7.12,-0.36
NIFTY IT,WIPRO,239.37,-4.50,238.37,-1.00,96.53,89.41,-0.45,-0.08,7.12,-0.36
NIFTY Industrial,ABB,5183.30,3.66,5219.90,36.60,96.21,94.75,0.63,0.46,1.46,0.17
NIFTY Industrial,CGPOWER,740.95,11.59,746.45,5.50,91.67,92.57,0.65,0.58,-0.91,0.07
NIFTY Industrial,CUMMINSIND,3926.50,2.38,3949.70,23.20,93.05,90.81,0.66,0.40,2.24,0.26
NIFTY Industrial,KEI,4062.30,5.15,4084.70,22.40,94.97,81.85,0.61,0.54,13.12,0.07
NIFTY Industrial,SIEMENS,3129.20,2.83,3142.20,13.00,95.89,82.94,0.64,0.55,12.96,0.08
NIFTY Industrial,SOLARINDS,13326.00,-3.53,13429.00,103.00,96.57,90.06,0.62,0.45,6.51,0.17
NIFTY Industrial,SRF,2823.60,-0.95,2835.00,11.40,94.17,92.67,0.58,0.66,1.50,-0.09
NIFTY Infrastructure,AMBUJACEM,569.95,1.45,572.90,2.95,89.22,94.58,0.79,0.58,-5.36,0.21
NIFTY Infrastructure,APLAPOLLO,1686.10,5.36,1696.40,10.30,97.49,92.10,0.60,0.57,5.39,0.03
NIFTY Infrastructure,BHEL,238.45,14.36,239.94,1.49,93.76,91.71,0.55,0.43,2.05,0.12
NIFTY Infrastructure,DALBHARAT,2227.20,-5.28,2243.10,15.90,66.17,82.28,0.42,0.38,-16.11,0.05
NIFTY Infrastructure,ETERNAL,325.50,3.17,327.90,2.40,98.26,92.09,0.57,0.43,6.17,0.14
NIFTY Infrastructure,GMRAIRPORT,87.20,0.89,87.68,0.48,96.60,92.28,0.79,0.58,4.31,0.21
NIFTY Infrastructure,GRASIM,2756.90,-0.98,2771.10,14.20,98.82,97.24,0.58,0.50,1.59,0.08
NIFTY Infrastructure,HFCL,72.88,4.55,73.24,0.36,97.04,94.30,0.69,0.59,2.74,0.10
NIFTY Infrastructure,INDHOTEL,720.30,-5.86,725.10,4.80,95.45,93.33,0.69,0.64,2.12,0.05
NIFTY Infrastructure,LT,3659.00,2.78,3680.40,21.40,91.25,90.84,0.71,0.51,0.41,0.20
NIFTY Infrastructure,NCC,207.58,-0.17,208.91,1.33,93.56,88.96,0.62,0.55,4.60,0.07
NIFTY Infrastructure,RVNL,339.45,9.98,329.55,-9.90,97.23,91.21,-2.96,-0.52,6.02,-2.44
NIFTY Infrastructure,SHREECEM,29265.00,-1.38,29480.00,215.00,94.48,86.58,0.51,0.36,7.90,0.15
NIFTY Infrastructure,ULTRACEMCO,12222.00,-2.39,12283.00,61.00,90.26,93.43,0.76,0.46,-3.17,0.30
NIFTY Infrastructure,UPL,655.80,-8.50,660.40,4.60,92.63,93.96,0.75,0.29,-1.33,0.45
NIFTY Metal,ADANIENT,2505.90,10.14,2522.00,16.10,92.41,94.25,0.74,0.65,-1.84,0.09
NIFTY Metal,HINDALCO,761.95,8.63,767.65,5.70,97.15,93.40,0.79,0.41,3.75,0.38
NIFTY Metal,HINDZINC,482.45,14.41,484.85,2.40,94.69,94.20,0.61,0.60,0.49,0.02
NIFTY Metal,JINDALSTEL,1063.75,10.27,1068.20,4.45,96.86,89.27,0.59,0.54,7.59,0.04
NIFTY Metal,JSWSTEEL,1142.70,10.32,1149.10,6.40,98.63,96.74,0.59,0.57,1.89,0.02
NIFTY Metal,NATIONALUM,213.87,15.74,215.13,1.26,97.00,91.61,0.68,0.46,5.39,0.22
NIFTY Metal,NATIONALUM,213.87,15.74,215.13,1.26,97.00,91.61,0.68,0.46,5.39,0.22
NIFTY Metal,NMDC,76.35,11.09,76.87,0.52,94.84,92.15,0.84,0.36,2.69,0.48
NIFTY Metal,SAIL,134.48,12.77,135.40,0.92,97.19,93.06,0.76,0.38,4.13,0.38
NIFTY Metal,TATASTEEL,168.77,9.85,170.07,1.30,84.57,88.64,0.59,0.66,-4.08,-0.07
NIFTY Metal,TATASTEEL,168.77,9.85,170.07,1.30,84.57,88.64,0.59,0.66,-4.08,-0.07
NIFTY Metal,VEDL,465.80,9.73,469.10,3.30,97.71,94.12,0.53,0.58,3.58,-0.05
NIFTY Oil & Gas,GAIL,176.29,2.96,177.08,0.79,93.07,92.27,0.75,0.43,0.80,0.32
NIFTY Oil & Gas,HINDPETRO,443.40,16.15,446.40,3.00,85.85,88.41,0.37,0.48,-2.56,-0.10
NIFTY Oil & Gas,IGL,208.54,0.90,209.87,1.33,95.16,84.06,0.59,0.10,11.11,0.48
NIFTY Oil & Gas,IOC,149.79,8.16,150.82,1.03,95.62,83.29,0.71,0.54,12.33,0.18
NIFTY Oil & Gas,OIL,413.80,5.97,416.50,2.70,78.92,87.12,0.47,0.34,-8.20,0.14
NIFTY Oil & Gas,ONGC,239.50,2.62,240.72,1.22,89.83,85.76,0.72,0.42,4.07,0.30
NIFTY Oil & Gas,PETRONET,278.80,2.65,280.25,1.45,96.68,95.78,0.61,0.42,0.90,0.18
NIFTY Oil & Gas,RELIANCE,1364.00,-1.58,1373.20,9.20,95.80,93.03,0.73,0.56,2.76,0.17
NIFTY Others (Thematic/Niche),INOXWIND,140.24,2.37,141.15,0.91,94.56,86.59,0.55,0.40,7.97,0.15
NIFTY Others (Thematic/Niche),KAYNES,7052.00,13.83,7101.00,49.00,96.19,91.15,0.69,0.58,5.04,0.11
NIFTY PSE,IREDA,148.70,5.44,149.41,0.71,94.29,84.85,0.42,-1.21,9.44,1.63
NIFTY PSE,IRFC,123.51,4.16,124.22,0.71,94.67,88.58,0.66,-0.40,6.09,1.06
NIFTY PSE,NBCC,107.08,8.27,107.61,0.53,97.64,90.15,0.57,0.60,7.49,-0.03
NIFTY PSU Bank,BANKBARODA,258.54,10.85,260.38,1.84,96.26,89.75,0.64,0.54,6.51,0.10
NIFTY PSU Bank,BANKINDIA,123.41,11.92,124.37,0.96,96.38,95.20,0.79,0.64,1.19,0.15
NIFTY PSU Bank,CANBK,123.71,18.24,124.60,0.89,96.13,91.47,0.57,0.60,4.66,-0.03
NIFTY PSU Bank,INDIANB,750.70,14.99,738.25,-12.45,95.15,88.35,-1.52,0.12,6.80,-1.64
NIFTY PSU Bank,PNB,112.83,11.22,113.72,0.89,96.29,91.58,0.75,0.58,4.70,0.18
NIFTY PSU Bank,SBIN,872.45,8.79,876.95,4.50,90.96,89.36,0.73,0.48,1.60,0.26
NIFTY PSU Bank,SBIN,872.45,8.79,876.95,4.50,90.96,89.36,0.73,0.48,1.60,0.26
NIFTY PSU Bank,UNIONBANK,138.51,8.99,139.39,0.88,97.41,91.42,0.65,0.58,5.99,0.06
NIFTY Pharma,ALKEM,5425.00,0.91,5467.00,42.00,97.47,92.17,0.46,0.05,5.30,0.41
NIFTY Pharma,AUROPHARMA,1083.90,5.61,1089.00,5.10,97.49,94.49,0.61,0.59,3.00,0.02
NIFTY Pharma,BIOCON,341.00,-3.47,342.65,1.65,95.12,91.86,0.73,0.64,3.26,0.09
NIFTY Pharma,CIPLA,1503.30,-4.87,1512.80,9.50,93.54,94.00,0.66,0.39,-0.46,0.27
NIFTY Pharma,DIVISLAB,5689.50,-7.22,5728.00,38.50,92.70,95.61,0.62,0.51,-2.92,0.10
NIFTY Pharma,DRREDDY,1223.70,-2.87,1230.00,6.30,94.09,86.86,0.21,-0.21,7.22,0.42
NIFTY Pharma,GLENMARK,1952.70,0.82,1961.10,8.40,92.49,94.46,0.51,0.49,-1.97,0.01
NIFTY Pharma,LAURUSLABS,841.80,-2.34,847.60,5.80,95.58,88.86,0.61,0.56,6.72,0.05
NIFTY Pharma,LUPIN,1911.30,0.47,1926.50,15.20,96.47,93.35,0.75,0.49,3.13,0.25
NIFTY Pharma,MANKIND,2435.70,-1.55,2452.10,16.40,95.57,92.85,0.66,0.40,2.72,0.25
NIFTY Pharma,PPLPHARMA,191.16,2.61,191.87,0.71,93.37,85.24,0.53,0.48,8.12,0.05
NIFTY Pharma,SUNPHARMA,1594.30,0.54,1605.60,11.30,93.61,87.95,0.45,0.49,5.66,-0.05
NIFTY Pharma,TORNTPHARM,3603.20,0.74,3623.60,20.40,97.50,94.68,0.61,0.47,2.83,0.14
NIFTY Pharma,ZYDUSLIFE,981.90,0.34,988.95,7.05,96.88,94.27,0.60,0.33,2.61,0.27
NIFTY Private Bank,AXISBANK,1131.60,7.58,1137.20,5.60,96.19,92.26,0.67,0.62,3.93,0.05
NIFTY Private Bank,BANDHANBNK,162.21,-0.44,162.97,0.76,98.04,92.73,0.48,0.43,5.31,0.05
NIFTY Private Bank,FEDERALBNK,192.93,0.61,193.92,0.99,96.60,88.59,0.64,0.13,8.01,0.51
NIFTY Private Bank,HDFCBANK,951.00,-0.71,956.10,5.10,98.63,94.28,0.60,0.48,4.35,0.12
NIFTY Private Bank,ICICIBANK,1348.00,-3.65,1357.50,9.50,98.05,94.67,0.59,0.46,3.38,0.12
NIFTY Private Bank,IDFCFIRSTB,69.77,2.53,70.24,0.47,97.05,95.37,0.69,0.71,1.68,-0.02
NIFTY Private Bank,KOTAKBANK,1992.70,2.47,2004.90,12.20,97.42,91.85,0.74,0.56,5.57,0.18
NIFTY Private Bank,RBLBANK,277.25,10.52,279.80,2.55,90.34,86.82,1.12,0.94,3.52,0.18
NIFTY Private Bank,YESBANK,21.25,13.76,21.37,0.12,96.28,92.67,0.66,0.73,3.62,-0.07
NIFTY Realty,DLF,713.00,-4.86,718.30,5.30,95.68,91.34,0.65,0.60,4.34,0.05
NIFTY Realty,GODREJPROP,1968.80,-0.80,1983.00,14.20,98.02,94.50,0.74,0.66,3.53,0.08
NIFTY Realty,HUDCO,223.63,9.16,225.05,1.42,92.68,91.79,0.59,0.45,0.89,0.15
NIFTY Realty,LODHA,1135.80,-5.99,1143.90,8.10,97.22,92.34,0.75,-0.21,4.88,0.96
NIFTY Realty,OBEROIRLTY,1582.10,-2.27,1590.60,8.50,97.01,90.65,0.64,-0.01,6.36,0.65
NIFTY Realty,PHOENIXLTD,1555.50,3.03,1566.00,10.50,94.09,83.55,0.37,0.48,10.55,-0.11
NIFTY Realty,PRESTIGE,1510.10,-4.42,1518.50,8.40,91.47,89.36,0.54,0.64,2.11,-0.09
NIFTY Services,DMART,4475.40,-4.78,4451.60,-23.80,94.48,83.22,-0.48,-0.28,11.27,-0.20
NIFTY Services,NAUKRI,1309.30,-5.53,1317.40,8.10,87.30,94.22,0.52,0.57,-6.92,-0.05
NIFTY Services,NYKAA,232.38,-0.62,233.21,0.83,92.69,83.73,0.36,-0.97,8.96,1.33
NIFTY Telecom,BHARTIARTL,1878.40,-0.14,1891.80,13.40,98.60,87.39,0.63,0.54,11.21,0.10
NIFTY Telecom,IDEA,8.13,23.74,8.20,0.07,95.48,95.94,0.62,0.69,-0.46,-0.07
NIFTY Telecom,IDEA,8.13,23.74,8.20,0.07,95.48,95.94,0.62,0.69,-0.46,-0.07
NIFTY Telecom,INDUSTOWER,342.90,2.18,345.10,2.20,97.49,94.68,0.73,0.57,2.80,0.16
NIFTY Textile,PAGEIND,40685.00,-7.85,40815.00,130.00,92.69,91.37,0.22,-1.84,1.32,2.07
