Sectoral Index,Symbol,Spot,M_o_M%,Future Price,Basis,Rollover%,Avg. Roll Over,Rollover cost,Avg. Rollover Cost,Diff Rollover%,Diff Rollover Cost
NIFTY Auto,EICHERMOT,5379.00,-4.80,5404.00,25.00,91.64,0.00,0.59,0.00,91.64,0.59
NIFTY Auto,EXIDEIND,388.80,1.66,391.50,2.70,94.71,0.00,0.60,0.00,94.71,0.60
NIFTY Auto,HEROMOTOCO,4356.60,10.17,4370.10,13.50,92.62,0.00,0.53,0.00,92.62,0.53
NIFTY Auto,MARUTI,12392.00,4.19,12412.00,20.00,84.65,0.00,0.36,0.00,84.65,0.36
NIFTY Auto,MOTHERSON,152.09,11.67,152.75,0.66,95.06,0.00,0.28,0.00,95.06,0.28
NIFTY Auto,SONACOMS,542.65,15.67,540.40,-2.25,92.03,0.00,-0.74,0.00,92.03,-0.74
NIFTY Auto,TATAMOTORS,724.45,8.39,723.35,-1.10,92.38,0.00,-0.11,0.00,92.38,-0.11
NIFTY Auto,TIINDIA,3054.90,15.04,3068.50,13.60,93.24,0.00,0.56,0.00,93.24,0.56
NIFTY Auto,TVSMOTOR,2808.60,1.25,2820.60,12.00,92.80,0.00,0.73,0.00,92.80,0.73
NIFTY Aviation,INDIGO,5322.00,-3.60,5360.00,38.00,94.49,0.00,0.73,0.00,94.49,0.73
NIFTY Bank,AUBANK,698.25,2.53,701.85,3.60,91.91,0.00,0.39,0.00,91.91,0.39
NIFTY Bank,INDUSINDBK,824.15,0.54,829.15,5.00,95.68,0.00,0.52,0.00,95.68,0.52
NIFTY Consumer Durables,ASIANPAINT,2294.30,-6.90,2289.70,-4.60,88.48,0.00,-0.50,0.00,88.48,-0.50
NIFTY Consumer Durables,ASTRAL,1501.80,7.94,1509.90,8.10,90.90,0.00,0.69,0.00,90.90,0.69
NIFTY Consumer Durables,CROMPTON,359.30,4.78,360.65,1.35,97.65,0.00,0.53,0.00,97.65,0.53
NIFTY Consumer Durables,DIXON,14808.00,-10.73,14912.00,104.00,86.09,0.00,0.76,0.00,86.09,0.76
NIFTY Consumer Durables,HAVELLS,1550.70,-3.36,1560.60,9.90,73.32,0.00,0.46,0.00,73.32,0.46
NIFTY Consumer Durables,KALYANKJIL,565.40,8.77,568.35,2.95,93.87,0.00,0.50,0.00,93.87,0.50
NIFTY Consumer Durables,PIDILITIND,3029.60,-1.52,3040.20,10.60,94.90,0.00,0.48,0.00,94.90,0.48
NIFTY Consumer Durables,POLYCAB,6002.50,8.89,6029.00,26.50,87.11,0.00,0.19,0.00,87.11,0.19
NIFTY Consumer Durables,SUPREMEIND,4247.40,20.95,4236.50,-10.90,96.46,0.00,-0.19,0.00,96.46,-0.19
NIFTY Consumer Durables,TITAN,3588.30,6.08,3602.50,14.20,92.81,0.00,0.27,0.00,92.81,0.27
NIFTY Consumer Durables,VOLTAS,1262.10,-1.09,1263.20,1.10,91.41,0.00,0.27,0.00,91.41,0.27
NIFTY Defense,BEL,386.80,26.53,389.55,2.75,89.86,0.00,0.69,0.00,89.86,0.69
NIFTY Defense,HAL,5000.70,16.30,5029.50,28.80,94.60,0.00,0.56,0.00,94.60,0.56
NIFTY Diversified,ADANIPORTS,1438.60,16.35,1440.60,2.00,91.44,0.00,0.10,0.00,91.44,0.10
NIFTY Diversified,PIIND,3875.50,5.93,3883.50,8.00,94.13,0.00,0.35,0.00,94.13,0.35
NIFTY Energy,ADANIENSOL,880.95,-8.40,887.95,7.00,95.59,0.00,0.73,0.00,95.59,0.73
NIFTY Energy,ADANIGREEN,1019.05,5.17,1026.65,7.60,89.81,0.00,0.62,0.00,89.81,0.62
NIFTY Energy,BPCL,319.15,5.68,321.10,1.95,93.22,0.00,0.58,0.00,93.22,0.58
NIFTY Energy,COALINDIA,398.20,-0.41,401.10,2.90,92.43,0.00,0.74,0.00,92.43,0.74
NIFTY Energy,JSWENERGY,500.90,-0.58,502.50,1.60,98.83,0.00,0.21,0.00,98.83,0.21
NIFTY Energy,NHPC,87.08,-2.25,87.66,0.58,97.05,0.00,0.75,0.00,97.05,0.75
NIFTY Energy,NTPC,339.35,-6.57,341.55,2.20,93.40,0.00,0.60,0.00,93.40,0.60
NIFTY Energy,POWERGRID,293.10,-6.77,294.35,1.25,95.64,0.00,0.60,0.00,95.64,0.60
NIFTY Energy,TATAPOWER,397.30,0.37,397.65,0.35,94.89,0.00,0.10,0.00,94.89,0.10
NIFTY Energy,TORNTPOWER,1400.40,-12.51,1403.50,3.10,85.91,0.00,0.29,0.00,85.91,0.29
NIFTY FMCG,BRITANNIA,5495.50,0.62,5522.00,26.50,96.36,0.00,0.50,0.00,96.36,0.50
NIFTY FMCG,COLPAL,2486.90,-8.97,2500.50,13.60,80.31,0.00,0.43,0.00,80.31,0.43
NIFTY FMCG,DABUR,482.10,-1.95,484.20,2.10,93.58,0.00,0.60,0.00,93.58,0.60
NIFTY FMCG,GODREJCP,1246.10,-1.72,1251.70,5.60,96.18,0.00,0.49,0.00,96.18,0.49
NIFTY FMCG,HINDUNILVR,2366.70,1.78,2353.00,-13.70,93.52,0.00,-0.50,0.00,93.52,-0.50
NIFTY FMCG,ITC,418.75,-2.63,420.65,1.90,95.32,0.00,0.68,0.00,95.32,0.68
NIFTY FMCG,JUBLFOOD,670.35,-6.44,673.35,3.00,94.91,0.00,0.60,0.00,94.91,0.60
NIFTY FMCG,MARICO,723.45,1.50,727.35,3.90,96.37,0.00,0.48,0.00,96.37,0.48
NIFTY FMCG,NESTLEIND,2435.00,0.07,2432.00,-3.00,97.49,0.00,-0.02,0.00,97.49,-0.02
NIFTY FMCG,PATANJALI,1757.10,-10.74,1756.50,-0.60,95.72,0.00,0.51,0.00,95.72,0.51
NIFTY FMCG,TATACONSUM,1109.80,-4.43,1117.70,7.90,97.44,0.00,0.46,0.00,97.44,0.46
NIFTY FMCG,TRENT,5657.00,6.26,5693.00,36.00,96.72,0.00,0.43,0.00,96.72,0.43
NIFTY FMCG,UNITDSPR,1522.60,-2.45,1534.20,11.60,96.38,0.00,0.55,0.00,96.38,0.55
NIFTY FMCG,VBL,483.05,-9.26,485.20,2.15,95.18,0.00,0.64,0.00,95.18,0.64
NIFTY Financial Services,ABCAPITAL,221.27,8.95,222.65,1.38,97.39,0.00,0.61,0.00,97.39,0.61
NIFTY Financial Services,ANGELONE,3002.20,20.16,2978.60,-23.60,90.59,0.00,-1.04,0.00,90.59,-1.04
NIFTY Financial Services,BAJAJFINSV,2010.90,-4.47,2024.90,14.00,97.38,0.00,0.61,0.00,97.38,0.61
NIFTY Financial Services,BAJFINANCE,9204.00,-1.04,9215.00,11.00,94.49,0.00,0.13,0.00,94.49,0.13
NIFTY Financial Services,BSE,2464.50,-62.05,2480.00,15.50,77.39,0.00,0.55,0.00,77.39,0.55
NIFTY Financial Services,CDSL,1513.00,10.65,1500.60,-12.40,95.33,0.00,-0.59,0.00,95.33,-0.59
NIFTY Financial Services,CHOLAFIN,1607.80,3.87,1616.40,8.60,94.10,0.00,0.55,0.00,94.10,0.55
NIFTY Financial Services,HDFCAMC,4844.90,6.54,4876.10,31.20,91.15,0.00,0.44,0.00,91.15,0.44
NIFTY Financial Services,HDFCLIFE,780.90,10.23,784.10,3.20,79.67,0.00,0.49,0.00,79.67,0.49
NIFTY Financial Services,ICICIGI,1855.20,-1.33,1864.50,9.30,96.52,0.00,0.35,0.00,96.52,0.35
NIFTY Financial Services,ICICIPRULI,668.45,10.97,671.00,2.55,97.05,0.00,0.40,0.00,97.05,0.40
NIFTY Financial Services,IEX,199.81,4.70,201.14,1.33,95.11,0.00,0.68,0.00,95.11,0.68
NIFTY Financial Services,IIFL,427.65,14.36,430.00,2.35,83.51,0.00,0.69,0.00,83.51,0.69
NIFTY Financial Services,JIOFIN,287.85,11.23,289.85,2.00,92.93,0.00,0.68,0.00,92.93,0.68
NIFTY Financial Services,LICHSGFIN,596.05,-2.87,598.50,2.45,97.31,0.00,0.62,0.00,97.31,0.62
NIFTY Financial Services,LICI,944.45,15.87,950.90,6.45,88.79,0.00,0.55,0.00,88.79,0.55
NIFTY Financial Services,LTF,171.65,-4.41,172.41,0.76,92.48,0.00,0.46,0.00,92.48,0.46
NIFTY Financial Services,MANAPPURAM,231.81,1.30,233.16,1.35,89.84,0.00,0.51,0.00,89.84,0.51
NIFTY Financial Services,MCX,6572.50,5.57,6615.50,43.00,87.75,0.00,0.58,0.00,87.75,0.58
NIFTY Financial Services,MFSL,1489.60,19.39,1495.90,6.30,77.64,0.00,0.22,0.00,77.64,0.22
NIFTY Financial Services,MUTHOOTFIN,2065.20,-3.97,2078.50,13.30,94.70,0.00,0.54,0.00,94.70,0.54
NIFTY Financial Services,PAYTM,877.10,-3.16,883.25,6.15,97.79,0.00,0.86,0.00,97.79,0.86
NIFTY Financial Services,PFC,413.50,-4.77,413.60,0.10,95.91,0.00,0.16,0.00,95.91,0.16
NIFTY Financial Services,PNBHOUSING,1042.60,3.35,1049.50,6.90,93.08,0.00,0.71,0.00,93.08,0.71
NIFTY Financial Services,POLICYBZR,1784.30,7.02,1797.30,13.00,84.60,0.00,0.31,0.00,84.60,0.31
NIFTY Financial Services,RECLTD,408.25,-7.21,411.10,2.85,91.52,0.00,0.51,0.00,91.52,0.51
NIFTY Financial Services,SBICARD,914.25,-1.33,919.05,4.80,93.23,0.00,0.59,0.00,93.23,0.59
NIFTY Financial Services,SBILIFE,1825.00,13.48,1835.20,10.20,75.84,0.00,0.73,0.00,75.84,0.73
NIFTY Financial Services,SHRIRAMFIN,652.25,-6.37,656.40,4.15,94.46,0.00,0.61,0.00,94.46,0.61
NIFTY Healthcare,APOLLOHOSP,6923.00,-3.30,6970.00,47.00,93.98,0.00,0.56,0.00,93.98,0.56
NIFTY Healthcare,MAXHEALTH,1135.20,2.42,1144.10,8.90,96.15,0.00,0.66,0.00,96.15,0.66
NIFTY Healthcare,SYNGENE,647.75,-0.86,651.25,3.50,91.94,0.00,0.62,0.00,91.94,0.62
NIFTY IT,CAMS,3972.70,-1.81,3995.40,22.70,86.12,0.00,0.59,0.00,86.12,0.59
NIFTY IT,COFORGE,8630.50,19.02,8668.50,38.00,86.71,0.00,0.26,0.00,86.71,0.26
NIFTY IT,CYIENT,1354.60,9.00,1352.30,-2.30,76.33,0.00,-0.05,0.00,76.33,-0.05
NIFTY IT,HCLTECH,1664.70,4.92,1672.00,7.30,93.99,0.00,0.65,0.00,93.99,0.65
NIFTY IT,INFY,1585.60,7.76,1573.30,-12.30,96.00,0.00,-0.79,0.00,96.00,-0.79
NIFTY IT,KPITTECH,1346.30,10.93,1355.10,8.80,84.07,0.00,0.48,0.00,84.07,0.48
NIFTY IT,LTIM,5128.20,13.11,5165.20,37.00,94.31,0.00,0.60,0.00,94.31,0.60
NIFTY IT,MPHASIS,2566.40,3.98,2582.50,16.10,95.67,0.00,0.66,0.00,95.67,0.66
NIFTY IT,OFSS,8499.50,-3.03,8552.50,53.00,91.37,0.00,0.54,0.00,91.37,0.54
NIFTY IT,PERSISTENT,5670.00,9.96,5709.50,39.50,91.37,0.00,0.77,0.00,91.37,0.77
NIFTY IT,TATAELXSI,6499.50,9.83,6388.50,-111.00,90.45,0.00,-1.95,0.00,90.45,-1.95
NIFTY IT,TCS,3498.10,2.84,3487.60,-10.50,89.40,0.00,-0.33,0.00,89.40,-0.33
NIFTY IT,TECHM,1600.00,10.71,1606.50,6.50,84.84,0.00,0.59,0.00,84.84,0.59
NIFTY IT,WIPRO,250.14,3.04,250.97,0.83,86.39,0.00,0.27,0.00,86.39,0.27
NIFTY Industrial,ABB,6043.50,6.24,6080.00,36.50,94.52,0.00,0.54,0.00,94.52,0.54
NIFTY Industrial,CGPOWER,697.05,7.90,702.25,5.20,93.94,0.00,0.53,0.00,93.94,0.53
NIFTY Industrial,CUMMINSIND,3169.40,7.95,3183.20,13.80,89.97,0.00,0.55,0.00,89.97,0.55
NIFTY Industrial,KEI,3665.30,22.98,3674.90,9.60,74.19,0.00,-0.01,0.00,74.19,-0.01
NIFTY Industrial,SIEMENS,3349.20,15.35,3351.70,2.50,89.00,0.00,0.40,0.00,89.00,0.40
NIFTY Industrial,SOLARINDS,16249.00,22.66,16370.00,121.00,93.99,0.00,0.52,0.00,93.99,0.52
NIFTY Industrial,SRF,2892.30,-4.81,2912.50,20.20,97.55,0.00,0.68,0.00,97.55,0.68
NIFTY Infrastructure,AMBUJACEM,561.45,-1.84,562.10,0.65,95.33,0.00,0.22,0.00,95.33,0.22
NIFTY Infrastructure,APLAPOLLO,1827.00,12.09,1836.90,9.90,84.08,0.00,0.65,0.00,84.08,0.65
NIFTY Infrastructure,BHEL,266.41,15.58,267.99,1.58,85.43,0.00,0.27,0.00,85.43,0.27
NIFTY Infrastructure,DALBHARAT,2052.70,3.98,2060.50,7.80,81.61,0.00,0.15,0.00,81.61,0.15
NIFTY Infrastructure,ETERNAL,228.37,-3.39,229.08,0.71,87.01,0.00,0.12,0.00,87.01,0.12
NIFTY Infrastructure,GMRAIRPORT,86.48,-2.83,87.09,0.61,97.38,0.00,0.75,0.00,97.38,0.75
NIFTY Infrastructure,GRASIM,2573.60,-5.70,2589.10,15.50,98.51,0.00,0.58,0.00,98.51,0.58
NIFTY Infrastructure,HFCL,88.43,3.55,89.02,0.59,96.30,0.00,0.44,0.00,96.30,0.44
NIFTY Infrastructure,INDHOTEL,762.35,-6.93,767.65,5.30,89.40,0.00,0.75,0.00,89.40,0.75
NIFTY Infrastructure,LT,3655.30,10.75,3637.70,-17.60,81.13,0.00,-0.24,0.00,81.13,-0.24
NIFTY Infrastructure,NCC,236.41,7.44,238.08,1.67,90.25,0.00,0.74,0.00,90.25,0.74
NIFTY Infrastructure,SHREECEM,29915.00,-2.57,30015.00,100.00,80.04,0.00,0.08,0.00,80.04,0.08
NIFTY Infrastructure,ULTRACEMCO,11269.00,-7.32,11316.00,47.00,98.03,0.00,0.51,0.00,98.03,0.51
NIFTY Infrastructure,UPL,631.00,-7.78,635.30,4.30,94.90,0.00,0.64,0.00,94.90,0.64
NIFTY Metal,ADANIENT,2540.80,4.02,2557.90,17.10,94.23,0.00,0.64,0.00,94.23,0.64
NIFTY Metal,HINDALCO,650.00,3.45,654.45,4.45,96.98,0.00,0.53,0.00,96.98,0.53
NIFTY Metal,HINDZINC,464.75,1.18,468.15,3.40,95.03,0.00,0.55,0.00,95.03,0.55
NIFTY Metal,JINDALSTEL,971.35,6.98,979.05,7.70,96.26,0.00,0.58,0.00,96.26,0.58
NIFTY Metal,JSWSTEEL,1006.20,-3.67,1013.00,6.80,97.91,0.00,0.69,0.00,97.91,0.69
NIFTY Metal,NATIONALUM,183.62,13.32,184.87,1.25,91.82,0.00,0.61,0.00,91.82,0.61
NIFTY Metal,NMDC,72.29,6.28,72.73,0.44,95.17,0.00,0.46,0.00,95.17,0.46
NIFTY Metal,SAIL,129.96,10.11,130.95,0.99,88.27,0.00,0.52,0.00,88.27,0.52
NIFTY Metal,TATACHEM,891.20,3.14,885.95,-5.25,95.67,0.00,-0.58,0.00,95.67,-0.58
NIFTY Metal,TATASTEEL,163.12,15.26,164.32,1.20,78.21,0.00,0.69,0.00,78.21,0.69
NIFTY Metal,VEDL,451.65,7.47,454.15,2.50,89.32,0.00,0.52,0.00,89.32,0.52
NIFTY Oil & Gas,ATGL,680.75,8.93,685.10,4.35,93.44,0.00,0.50,0.00,93.44,0.50
NIFTY Oil & Gas,GAIL,191.75,-0.77,193.09,1.34,96.28,0.00,0.59,0.00,96.28,0.59
NIFTY Oil & Gas,HINDPETRO,414.75,6.22,417.25,2.50,85.58,0.00,0.70,0.00,85.58,0.70
NIFTY Oil & Gas,IGL,214.39,15.64,215.47,1.08,79.84,0.00,0.35,0.00,79.84,0.35
NIFTY Oil & Gas,IOC,143.70,3.84,144.35,0.65,79.30,0.00,0.50,0.00,79.30,0.50
NIFTY Oil & Gas,OIL,444.25,10.35,446.55,2.30,95.41,0.00,0.42,0.00,95.41,0.42
NIFTY Oil & Gas,ONGC,243.04,-2.54,244.84,1.80,88.83,0.00,0.57,0.00,88.83,0.57
NIFTY Oil & Gas,PETRONET,314.00,0.43,316.00,2.00,98.34,0.00,0.61,0.00,98.34,0.61
NIFTY Oil & Gas,RELIANCE,1417.80,8.93,1427.50,9.70,93.59,0.00,0.59,0.00,93.59,0.59
NIFTY Others (Thematic/Niche),INOXWIND,191.30,6.10,192.27,0.97,95.21,0.00,0.31,0.00,95.21,0.31
NIFTY PSE,IREDA,176.65,0.86,172.52,-4.13,84.68,0.00,-2.45,0.00,84.68,-2.45
NIFTY PSE,IRFC,139.96,4.90,139.68,-0.28,85.74,0.00,-0.38,0.00,85.74,-0.38
NIFTY PSE,NBCC,116.20,16.35,117.03,0.83,89.67,0.00,0.72,0.00,89.67,0.72
NIFTY PSU Bank,BANKBARODA,243.24,-3.48,244.94,1.70,79.90,0.00,0.45,0.00,79.90,0.45
NIFTY PSU Bank,BANKBARODA,243.24,-3.48,244.94,1.70,79.90,0.00,0.45,0.00,79.90,0.45
NIFTY PSU Bank,BANKINDIA,119.21,0.54,119.85,0.64,97.67,0.00,0.63,0.00,97.67,0.63
NIFTY PSU Bank,CANBK,110.73,11.41,111.23,0.50,89.84,0.00,0.44,0.00,89.84,0.44
NIFTY PSU Bank,INDIANB,601.05,4.70,604.75,3.70,92.98,0.00,0.50,0.00,92.98,0.50
NIFTY PSU Bank,PNB,102.31,-0.38,103.05,0.74,83.59,0.00,0.49,0.00,83.59,0.49
NIFTY PSU Bank,SBIN,797.35,-1.97,801.55,4.20,85.50,0.00,0.57,0.00,85.50,0.57
NIFTY PSU Bank,UNIONBANK,141.11,9.80,141.90,0.79,95.26,0.00,0.69,0.00,95.26,0.69
NIFTY Pharma,ALKEM,5294.50,1.79,5193.00,-101.50,95.52,0.00,-1.61,0.00,95.52,-1.61
NIFTY Pharma,AUROPHARMA,1172.90,-6.75,1180.70,7.80,97.04,0.00,0.62,0.00,97.04,0.62
NIFTY Pharma,BIOCON,335.60,2.71,337.45,1.85,91.38,0.00,0.77,0.00,91.38,0.77
NIFTY Pharma,CIPLA,1476.90,-4.82,1484.20,7.30,96.34,0.00,0.57,0.00,96.34,0.57
NIFTY Pharma,DIVISLAB,6631.50,6.69,6683.50,52.00,93.54,0.00,0.50,0.00,93.54,0.50
NIFTY Pharma,DRREDDY,1248.20,3.97,1247.10,-1.10,82.36,0.00,0.09,0.00,82.36,0.09
NIFTY Pharma,GLENMARK,1406.40,-1.02,1412.10,5.70,97.64,0.00,0.42,0.00,97.64,0.42
NIFTY Pharma,LAURUSLABS,614.50,-4.80,618.40,3.90,94.14,0.00,0.70,0.00,94.14,0.70
NIFTY Pharma,LUPIN,1970.10,-6.37,1984.60,14.50,90.92,0.00,0.52,0.00,90.92,0.52
NIFTY Pharma,SUNPHARMA,1699.80,-5.77,1708.60,8.80,90.47,0.00,0.38,0.00,90.47,0.38
NIFTY Pharma,TORNTPHARM,3161.10,-4.93,3174.00,12.90,96.99,0.00,0.39,0.00,96.99,0.39
NIFTY Pharma,ZYDUSLIFE,924.75,5.06,929.45,4.70,91.77,0.00,0.35,0.00,91.77,0.35
NIFTY Private Bank,AXISBANK,1201.70,-0.45,1209.90,8.20,89.69,0.00,0.44,0.00,89.69,0.44
NIFTY Private Bank,BANDHANBNK,170.93,0.12,172.08,1.15,86.52,0.00,0.49,0.00,86.52,0.49
NIFTY Private Bank,FEDERALBNK,201.09,-0.40,202.24,1.15,84.27,0.00,0.51,0.00,84.27,0.51
NIFTY Private Bank,HDFCBANK,1927.50,0.56,1938.70,11.20,97.19,0.00,0.58,0.00,97.19,0.58
NIFTY Private Bank,ICICIBANK,1456.50,3.84,1465.40,8.90,96.57,0.00,0.46,0.00,96.57,0.46
NIFTY Private Bank,IDFCFIRSTB,67.90,0.37,68.22,0.32,95.74,0.00,0.68,0.00,95.74,0.68
NIFTY Private Bank,KOTAKBANK,2081.60,-6.36,2092.50,10.90,97.51,0.00,0.59,0.00,97.51,0.59
NIFTY Private Bank,RBLBANK,215.80,8.82,217.46,1.66,95.45,0.00,0.91,0.00,95.45,0.91
NIFTY Private Bank,YESBANK,21.31,15.63,21.45,0.14,95.33,0.00,0.66,0.00,95.33,0.66
NIFTY Private Bank,YESBANK,21.31,15.63,21.45,0.14,95.33,0.00,0.66,0.00,95.33,0.66
NIFTY Realty,DLF,793.75,16.64,798.80,5.05,75.24,0.00,0.38,0.00,75.24,0.38
NIFTY Realty,GODREJPROP,2239.40,4.37,2254.00,14.60,97.16,0.00,0.64,0.00,97.16,0.64
NIFTY Realty,HUDCO,239.71,4.22,241.09,1.38,90.06,0.00,0.60,0.00,90.06,0.60
NIFTY Realty,LODHA,1457.00,10.36,1467.10,10.10,94.96,0.00,0.45,0.00,94.96,0.45
NIFTY Realty,OBEROIRLTY,1740.90,3.69,1750.30,9.40,87.95,0.00,0.36,0.00,87.95,0.36
NIFTY Realty,PHOENIXLTD,1578.50,-5.45,1588.80,10.30,92.25,0.00,0.75,0.00,92.25,0.75
NIFTY Realty,PRESTIGE,1500.90,15.99,1512.00,11.10,86.56,0.00,0.61,0.00,86.56,0.61
NIFTY Services,DMART,4042.30,-10.15,4067.70,25.40,93.95,0.00,0.62,0.00,93.95,0.62
NIFTY Services,NAUKRI,1448.00,-79.76,1456.00,8.00,95.73,0.00,0.62,0.00,95.73,0.62
NIFTY Services,NYKAA,204.51,5.22,202.09,-2.42,87.41,0.00,-1.30,0.00,87.41,-1.30
NIFTY Telecom,BHARTIARTL,1863.60,0.98,1872.90,9.30,87.61,0.00,0.57,0.00,87.61,0.57
NIFTY Telecom,IDEA,7.14,-9.96,7.20,0.06,92.64,0.00,0.84,0.00,92.64,0.84
NIFTY Telecom,INDUSTOWER,391.25,-3.75,393.00,1.75,93.28,0.00,0.60,0.00,93.28,0.60
NIFTY Textile,PAGEIND,46345.00,2.95,46615.00,270.00,90.34,0.00,0.50,0.00,90.34,0.50
